Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	Fuel Flow  (L/hr)	RPM	Thrust (N)
558.139	23.270	178.923	792.409	349.980	5.860	195.750	193.356	25.963	22.917	77203.000	81.249
558.339	23.163	179.162	793.448	350.079	5.841	195.702	193.271	25.837	22.917	77202.393	81.342
558.539	23.110	179.207	793.506	349.770	5.846	195.654	193.184	26.062	22.916	77198.965	80.651
558.739	23.244	179.158	793.816	350.053	5.870	195.504	193.145	25.856	22.917	77204.035	81.846
558.940	23.143	179.243	794.052	349.954	5.831	195.524	193.174	25.936	22.916	77196.976	81.430
559.140	23.136	179.421	793.966	349.337	5.827	195.471	193.150	25.915	22.992	77199.523	82.373
559.340	23.132	179.301	793.950	349.915	5.841	195.457	193.097	25.808	22.993	77197.477	81.852
559.540	23.186	179.450	793.950	350.239	5.820	195.536	193.145	25.599	22.993	77195.707	81.655
559.740	23.164	179.545	794.272	350.226	5.844	195.346	193.033	25.729	23.030	77191.284	81.177
559.940	23.197	179.682	794.604	349.928	5.813	195.517	193.135	25.868	23.031	77195.189	81.594
560.140	23.155	179.728	794.832	349.713	5.811	195.443	193.168	25.844	23.025	77186.780	81.852
560.341	23.217	179.938	795.130	349.805	5.826	195.382	193.004	25.906	22.955	77191.171	82.077
560.540	23.127	179.889	795.754	350.119	5.903	195.363	193.201	26.163	22.954	77188.195	82.510
560.740	23.205	179.790	795.642	349.831	5.885	195.233	193.056	25.755	22.903	77186.376	81.709
560.940	23.164	179.892	795.182	349.840	5.889	195.109	192.892	25.883	22.841	77187.969	81.726
561.140	23.195	180.010	795.419	350.100	5.803	194.660	192.324	25.761	22.841	77177.425	81.709
561.341	23.093	180.088	795.629	350.837	5.809	195.036	192.679	25.785	22.951	77170.633	81.852
561.542	23.194	180.076	795.230	350.540	5.799	195.158	192.707	25.750	22.955	77169.307	80.640
561.741	23.087	180.191	795.291	350.755	5.812	195.214	192.951	25.798	22.953	77154.495	81.194
561.943	23.212	180.193	795.147	350.518	5.839	195.289	193.042	25.886	22.917	77157.333	81.528
562.142	23.032	180.305	794.537	350.681	5.838	195.397	192.995	25.837	22.916	77153.541	82.170
562.342	23.186	180.338	794.976	350.883	5.850	195.382	193.053	25.818	22.917	77160.357	82.181
562.543	23.132	180.509	794.737	351.232	5.838	195.511	193.122	25.825	23.030	77153.864	82.488
562.743	23.241	180.469	794.465	350.864	5.863	195.468	193.171	25.986	23.031	77167.359	81.912
562.943	23.112	180.545	794.505	350.777	5.850	195.591	193.211	25.848	23.030	77162.799	82.170
563.144	23.199	180.633	794.950	350.570	5.849	195.508	193.222	25.795	23.144	77171.345	82.367
563.343	23.234	180.603	795.658	350.806	5.844	195.563	193.170	25.719	23.144	77169.388	81.419
563.544	23.234	180.795	795.374	350.987	5.842	195.605	193.140	25.860	23.119	77174.806	81.605
563.744	23.140	180.757	795.781	351.001	5.854	195.568	193.175	25.817	23.030	77172.525	80.656
563.944	23.232	180.805	796.062	350.862	5.822	195.440	193.029	25.804	23.030	77176.390	80.377
564.146	23.248	180.842	796.387	350.834	5.838	195.453	193.067	25.801	23.031	77176.641	81.320
564.345	23.329	180.884	796.871	351.011	5.857	195.474	193.170	25.700	23.031	77184.597	81.786
564.546	23.180	181.058	797.029	351.499	5.836	195.523	193.172	25.716	23.030	77180.231	82.373
564.746	23.218	181.059	797.073	351.091	5.840	195.446	193.087	25.754	23.095	77183.732	82.115
564.946	23.166	181.195	797.548	350.678	5.825	195.587	193.255	25.684	23.105	77188.187	82.609
565.147	23.226	181.192	798.047	351.172	5.816	195.493	193.152	25.869	23.106	77184.185	81.205
565.348	23.333	181.190	797.905	350.816	5.831	195.608	193.167	25.779	23.106	77191.106	81.419
565.547	23.276	181.217	797.907	350.768	5.851	195.619	193.242	25.879	23.106	77189.788	81.649
565.748	23.196	181.427	797.632	350.805	5.829	195.709	193.307	25.644	23.106	77192.658	82.795
565.950	23.163	181.457	798.203	351.496	5.851	195.538	193.256	25.975	23.106	77192.747	81.589
566.149	23.249	181.578	798.414	350.671	5.839	195.496	193.184	25.748	23.107	77198.027	82.565
566.349	23.284	181.494	798.394	351.371	5.823	195.484	193.248	25.608	23.107	77200.364	81.841
566.550	23.181	181.651	798.162	350.949	5.838	195.378	193.130	25.786	22.992	77196.968	82.104
566.750	23.205	181.675	799.316	351.179	5.813	195.545	193.143	26.007	22.992	77194.413	81.243
566.950	23.300	181.671	798.881	351.278	5.806	195.479	193.078	25.673	23.000	77204.302	81.808
567.150	23.184	181.787	798.873	351.462	5.798	195.739	193.148	25.597	23.030	77198.795	82.784
567.351	23.272	181.725	798.838	350.601	5.796	195.781	193.309	25.872	23.031	77203.938	82.165
567.550	23.152	181.834	798.918	351.503	5.814	195.505	193.209	25.890	23.050	77198.747	81.441
567.750	23.211	181.883	798.783	351.780	5.799	195.695	193.203	25.775	23.068	77202.660	82.675
567.951	23.233	181.970	798.884	350.827	5.829	195.638	193.146	25.787	23.069	77207.754	83.124
568.150	23.216	181.859	799.148	351.339	5.821	195.622	193.159	25.808	23.034	77206.671	81.057
568.351	23.171	181.999	799.704	351.338	5.824	195.773	193.278	26.024	23.030	77208.458	82.159
568.550	23.295	181.923	799.273	351.059	5.822	195.547	193.219	25.868	23.031	77211.190	81.353
568.750	23.217	181.909	800.006	351.016	5.818	195.552	193.196	25.983	22.955	77208.150	81.490
568.950	23.320	181.976	799.621	351.264	5.822	195.512	193.110	25.825	22.955	77218.290	81.320
569.150	23.243	182.047	799.684	351.028	5.835	195.763	193.225	25.836	22.954	77220.448	82.258
569.350	23.145	182.052	799.984	351.218	5.804	195.610	193.197	25.848	23.030	77212.686	80.925
569.550	23.189	182.069	799.352	351.041	5.773	195.636	193.213	25.874	23.030	77216.543	81.227
569.751	23.216	182.217	799.465	351.549	5.824	195.464	193.073	25.854	23.030	77224.370	81.846
569.951	23.239	182.332	799.167	351.397	5.818	195.444	193.086	25.859	22.916	77223.723	82.664
570.151	23.204	182.188	798.935	351.081	5.815	195.408	193.161	26.017	22.916	77220.246	81.128
570.351	23.134	182.326	798.388	351.214	5.811	195.547	193.090	25.691	22.928	77223.852	82.729
570.551	23.208	182.334	798.491	351.285	5.826	195.495	193.215	25.965	22.955	77227.329	82.038
570.751	23.166	182.514	798.722	351.183	5.843	195.556	193.119	25.900	22.954	77224.612	82.543
570.952	23.261	182.439	798.519	350.896	5.816	195.643	193.151	25.801	22.928	77227.313	81.737
571.152	23.110	182.431	798.694	351.692	5.904	195.552	193.247	26.088	22.916	77224.709	82.077
571.354	23.215	182.535	798.209	350.740	5.873	194.942	192.838	26.001	22.916	77228.356	81.457
571.553	23.281	182.463	797.558	350.949	5.807	195.108	192.793	25.991	22.917	77218.573	81.304
571.753	23.153	182.542	797.483	351.593	5.804	195.154	192.853	25.843	22.916	77213.972	81.282
571.954	23.131	182.585	796.992	352.043	5.779	195.222	192.882	25.798	22.916	77213.188	81.830
572.153	23.243	182.575	797.148	351.074	5.794	195.413	192.961	25.801	22.917	77206.088	80.996
572.353	23.162	182.683	798.070	351.625	5.805	195.463	193.069	25.662	22.916	77200.323	81.282
572.554	23.275	182.577	797.648	351.727	5.820	195.651	193.233	25.835	22.917	77205.846	81.644
572.754	23.185	182.723	797.653	351.630	5.818	195.721	193.290	26.003	22.992	77198.262	81.660
572.954	23.329	182.707	798.057	351.440	5.827	195.675	193.324	25.861	22.993	77202.668	81.479
573.154	23.306	182.741	797.596	351.631	5.844	195.705	193.248	25.899	22.975	77206.048	81.781
573.353	23.274	182.835	797.515	351.423	5.818	195.651	193.312	25.728	22.917	77207.972	81.600
573.553	23.306	182.837	797.442	351.779	5.836	195.749	193.350	25.925	22.917	77210.511	81.819
573.754	23.281	182.763	797.899	351.772	5.837	195.788	193.268	26.011	22.917	77212.670	81.364
573.954	23.203	182.897	797.910	351.735	5.829	195.827	193.308	25.985	22.916	77213.915	81.353
574.154	23.307	182.931	797.707	352.021	5.840	195.617	193.367	26.114	22.917	77220.974	81.594
574.355	23.289	182.932	797.828	352.093	5.832	195.764	193.350	25.948	22.952	77216.996	82.170
574.554	23.312	182.939	797.657	351.866	5.858	195.752	193.260	25.957	22.955	77218.807	82.318
574.853	23.232	183.102	798.075	352.340	5.850	195.793	193.310	26.205	22.954	77223.278	82.746
575.055	23.338	183.055	797.249	352.190	5.831	195.723	193.260	26.184	22.955	77224.709	82.082
575.254	23.237	183.112	797.606	352.083	5.845	195.627	193.282	25.911	22.955	77224.976	81.803
575.454	23.223	183.162	797.467	352.293	5.837	195.506	193.159	26.046	22.954	77225.146	81.775
575.656	23.216	183.244	797.547	351.970	5.825	195.645	193.201	26.091	22.954	77224.774	82.099
575.857	23.188	183.219	796.985	352.025	5.819	195.607	193.243	26.059	22.954	77218.475	81.868
576.058	23.287	183.237	796.318	351.827	5.831	195.458	193.140	25.941	22.842	77219.025	81.896
576.257	23.306	183.316	796.358	351.547	5.831	195.565	193.126	26.074	22.841	77220.667	81.660
576.458	23.224	183.493	795.539	351.978	5.816	195.520	193.150	26.102	22.841	77218.184	82.466
576.658	23.159	183.432	795.683	351.936	5.830	195.558	193.221	26.061	22.916	77213.026	82.888
576.859	23.215	183.510	795.212	351.987	5.824	195.533	193.127	26.093	22.916	77212.581	82.455
577.060	23.227	183.564	795.123	352.192	5.823	195.543	193.062	26.063	22.917	77213.010	82.400
577.260	23.300	183.512	794.487	352.160	5.844	195.468	193.094	26.092	22.955	77211.853	82.790
577.460	23.329	183.492	794.529	352.334	5.829	195.561	193.146	25.896	22.955	77207.633	81.781
577.660	23.301	183.599	795.254	352.357	5.846	195.597	193.083	25.944	22.967	77208.959	82.384
577.860	23.183	183.540	795.073	352.630	5.822	195.459	193.107	26.121	22.992	77201.027	81.561
578.061	23.303	183.515	795.112	352.084	5.825	195.546	193.167	25.810	22.993	77202.709	81.517
578.260	23.223	183.624	795.656	352.594	5.839	195.528	193.063	26.142	23.048	77199.604	81.545
578.460	23.251	183.709	795.457	352.081	5.832	195.658	193.125	26.039	23.068	77206.153	82.554
578.661	23.198	183.755	795.760	351.992	5.861	195.466	193.017	25.991	23.068	77203.347	81.468
578.860	23.289	183.696	795.138	352.172	5.830	195.443	192.937	26.016	22.994	77205.425	81.846
579.060	23.290	183.680	795.513	352.253	5.846	195.535	193.169	25.957	22.993	77202.684	80.717
579.260	23.209	183.782	795.412	352.267	5.834	195.501	193.064	25.964	22.992	77201.658	81.430
579.461	23.253	183.742	795.181	352.227	5.831	195.512	193.167	25.825	22.954	77199.693	81.068
579.660	23.308	183.763	795.402	351.823	5.818	195.536	193.114	26.003	22.955	77201.787	81.819
579.861	23.278	183.814	794.945	351.808	5.828	195.522	193.103	25.832	22.954	77203.105	82.406
580.060	23.292	183.923	795.235	351.987	5.834	195.704	193.300	25.970	22.841	77204.973	82.932
580.260	23.194	183.884	795.448	351.943	5.836	195.706	193.335	25.933	22.841	77197.833	81.918
580.461	23.196	183.945	795.358	352.402	5.849	195.589	193.197	25.899	22.831	77212.201	82.154
580.660	23.238	183.964	795.439	351.725	5.833	195.603	193.169	25.941	22.803	77211.296	82.252
580.861	23.206	183.958	795.921	352.504	5.830	195.708	193.316	26.082	22.803	77207.075	81.589
581.061	23.268	184.042	795.882	351.966	5.824	195.708	193.181	25.924	22.717	77214.352	82.378
581.260	23.281	184.058	795.943	351.894	5.820	195.660	193.207	26.015	22.651	77216.058	82.768
581.530	23.224	183.958	795.893	352.047	5.820	195.403	193.010	26.044	22.651	77211.562	80.936
581.729	23.209	184.138	796.121	352.171	5.802	195.167	192.780	25.927	22.840	77216.220	81.490
581.930	23.289	184.054	796.043	351.704	5.800	194.783	192.400	25.824	22.841	77220.262	81.846
582.130	23.333	184.020	796.108	351.581	5.800	194.597	192.085	25.639	22.841	77208.627	81.205
582.330	23.340	184.045	796.268	352.287	5.755	194.388	191.834	25.813	22.804	77208.466	81.984
582.529	23.182	184.107	796.884	352.353	5.756	193.931	191.500	25.821	22.803	77178.387	81.391
582.729	23.222	184.229	796.845	351.902	5.709	193.654	191.219	25.762	22.791	77175.291	81.561
582.929	23.226	184.245	796.546	351.947	5.710	193.255	190.846	25.567	22.689	77178.808	81.452
583.131	23.160	184.152	796.354	352.360	5.735	192.962	190.434	25.313	22.689	77119.864	80.168
583.330	23.310	184.065	796.311	352.190	5.717	192.468	190.152	25.431	22.689	77125.185	80.212
583.530	23.178	184.013	796.398	352.005	5.694	192.202	189.703	25.228	22.689	77094.306	79.615
583.732	23.260	184.170	796.488	352.556	5.693	191.633	189.343	25.365	22.689	77052.763	80.651
583.931	23.183	184.117	796.687	352.524	5.713	190.255	188.020	25.142	22.588	77048.033	78.776
584.132	23.256	184.025	795.975	352.446	5.701	185.773	183.316	24.455	22.538	76955.009	76.264
584.333	23.216	184.172	794.963	352.058	5.606	178.041	175.616	23.062	22.538	76954.087	73.599
584.534	23.220	184.077	792.511	351.546	5.382	168.877	166.641	21.996	21.596	76950.764	69.113
584.734	23.342	183.927	788.287	351.258	5.119	160.362	158.202	20.539	21.592	76546.593	65.373
584.934	23.190	183.873	782.810	350.498	4.866	152.340	150.224	18.806	21.591	76543.269	62.845
585.134	23.231	183.598	775.105	349.923	4.618	144.465	142.551	17.370	15.913	75750.508	61.661
585.335	23.307	183.226	767.235	349.668	4.337	136.650	134.933	16.043	15.912	75434.162	59.538
585.534	23.249	182.927	759.204	348.411	4.093	129.893	127.974	15.590	14.872	75435.205	57.466
585.734	23.192	182.394	750.576	348.188	3.875	123.839	121.976	14.750	12.319	73755.226	54.011
585.935	23.285	182.035	742.481	347.034	3.709	117.384	115.865	13.682	12.318	73760.240	53.375
586.135	23.158	181.547	734.827	346.226	3.553	111.672	110.178	12.939	11.092	73229.789	50.183
586.335	23.293	180.987	726.345	345.340	3.400	106.396	104.914	12.214	10.954	71715.062	49.048
586.536	23.256	180.405	717.798	345.230	3.221	101.477	100.167	11.730	10.954	71712.491	46.218
586.735	23.329	179.750	709.267	344.382	3.080	96.920	95.775	11.352	10.538	69479.277	44.464
586.936	23.429	179.215	701.949	343.880	2.943	92.777	91.740	10.895	10.538	69437.580	44.491
587.137	23.329	178.582	693.941	342.518	2.821	88.862	87.822	10.713	10.631	69432.058	43.888
587.338	23.459	177.928	686.167	341.947	2.690	85.292	84.329	10.275	11.295	67040.634	43.723
587.538	23.404	177.265	679.195	340.933	2.581	82.074	81.029	9.809	11.295	67033.495	42.446
587.738	23.476	176.668	672.156	340.448	2.467	78.754	77.772	9.372	11.518	65618.415	42.319
587.939	23.446	175.885	665.318	339.526	2.348	75.546	74.687	9.031	11.598	64620.798	40.104
588.138	23.580	175.161	658.816	338.505	2.274	72.820	71.970	8.703	11.598	64626.604	40.005
588.339	23.567	174.353	652.359	338.245	2.168	70.276	69.504	8.580	11.107	62274.694	38.525
588.540	23.575	173.712	646.105	337.723	2.081	68.005	67.205	8.335	11.106	62274.064	38.229
588.740	23.552	173.016	639.978	337.275	2.020	65.972	65.190	8.167	11.103	61915.697	37.357
588.941	23.613	172.236	634.772	336.579	1.966	64.218	63.478	7.943	10.954	60027.153	36.907
589.141	23.688	171.397	629.098	335.778	1.907	62.656	61.920	7.831	10.954	60024.250	35.322
589.341	23.657	170.793	624.170	335.294	1.854	61.210	60.424	7.668	10.885	58036.578	34.911
589.542	23.766	169.899	619.997	335.290	1.814	59.944	59.165	7.460	10.841	57920.664	34.302
589.742	23.834	169.103	615.453	334.470	1.780	58.764	57.983	7.230	10.841	57922.305	33.984
589.943	23.897	168.352	612.275	334.039	1.750	57.721	57.010	7.210	11.331	55996.948	33.326
590.142	23.933	167.671	608.580	333.471	1.699	56.848	56.120	7.146	11.333	55995.985	33.874
590.342	23.859	166.860	605.891	333.234	1.673	55.980	55.327	7.085	11.333	55203.822	32.767
590.544	23.938	166.113	603.001	333.185	1.654	55.280	54.623	6.886	11.031	54276.017	33.310
590.745	24.010	165.291	601.183	332.911	1.633	54.535	53.924	6.842	11.030	54275.596	32.366
590.945	24.068	164.422	599.736	332.327	1.609	53.996	53.379	6.815	10.838	52778.553	31.429
591.144	24.083	163.717	598.530	332.893	1.574	53.454	52.861	6.700	10.538	52777.535	31.845
591.345	24.123	162.970	597.215	332.160	1.551	52.958	52.395	6.654	10.538	52707.910	30.990
591.546	24.086	162.303	597.178	332.471	1.537	52.579	51.992	6.641	10.795	51493.521	31.303
591.745	24.127	161.627	596.083	332.081	1.517	52.221	51.694	6.609	10.803	51492.543	31.286
591.946	24.102	160.820	595.885	332.343	1.521	51.914	51.373	6.417	10.802	50623.915	30.233
592.147	24.112	160.164	594.921	331.691	1.501	51.613	51.028	6.510	10.954	50404.102	29.882
592.347	24.222	159.373	594.485	332.191	1.508	51.310	50.815	6.523	10.954	50404.975	29.411
592.548	24.219	158.810	594.323	331.348	1.496	51.117	50.612	6.449	11.001	49502.121	30.485
592.747	24.307	158.169	594.394	332.326	1.482	50.893	50.431	6.463	11.143	49503.229	30.518
592.947	24.323	157.353	595.139	332.747	1.469	50.712	50.236	6.530	11.144	49237.636	28.934
593.148	24.247	156.808	595.262	332.189	1.469	50.595	50.075	6.413	10.985	48747.467	29.454
593.348	24.264	156.195	595.740	331.996	1.455	50.441	49.981	6.360	10.954	48750.572	29.553
593.548	24.353	155.440	595.244	331.909	1.447	50.306	49.849	6.350	10.954	48140.333	28.868
593.748	24.305	154.840	596.824	332.097	1.434	50.185	49.730	6.349	10.575	48134.374	28.615
593.949	24.371	154.195	596.522	332.073	1.440	50.150	49.663	6.199	10.576	48134.487	28.857
594.148	24.419	153.566	597.041	332.458	1.443	50.084	49.654	6.272	10.593	47637.688	28.780
594.349	24.374	153.131	598.273	331.789	1.432	50.003	49.535	6.222	10.878	47639.208	29.685
594.549	24.419	152.498	598.932	332.099	1.447	49.939	49.502	6.213	10.878	47370.583	29.164
594.750	24.401	151.907	599.791	332.269	1.442	49.903	49.456	6.267	11.103	47238.773	29.361
594.951	24.419	151.321	600.725	332.561	1.428	49.921	49.432	6.099	11.219	47234.172	29.142
595.151	24.530	150.668	601.474	332.560	1.423	49.849	49.433	6.274	11.219	46925.823	29.816
595.350	24.521	150.167	601.858	332.545	1.420	49.883	49.419	5.992	10.804	46925.354	29.537
595.550	24.586	149.522	603.249	332.478	1.429	49.901	49.455	6.180	10.803	46867.841	28.873
595.752	24.547	149.127	604.272	332.709	1.429	49.951	49.508	6.101	10.803	46679.473	29.630
595.951	24.606	148.508	605.496	332.449	1.423	49.953	49.504	5.886	10.766	46678.284	29.131
596.151	24.547	148.019	606.412	332.402	1.419	50.023	49.575	5.982	10.765	46506.782	29.444
596.351	24.561	147.504	607.468	332.741	1.419	50.035	49.584	6.069	10.932	46496.069	29.762
596.552	24.569	146.961	607.713	332.739	1.440	50.097	49.648	6.029	11.106	46491.986	28.934
596.752	24.677	146.341	608.852	332.694	1.445	50.085	49.686	6.158	11.107	46363.927	28.857
596.951	24.619	145.872	610.261	333.314	1.425	50.151	49.710	6.102	11.031	46361.453	28.369
597.151	24.619	145.457	610.912	333.175	1.428	50.197	49.725	6.062	11.030	46318.575	29.444
597.352	24.637	145.035	611.907	333.900	1.427	50.309	49.827	6.061	11.031	46268.413	29.016
597.553	24.623	144.495	612.296	333.169	1.429	50.361	49.952	6.146	10.954	46267.054	28.912
597.752	24.653	144.022	613.154	333.188	1.414	50.396	49.934	6.050	10.954	46212.089	29.125
597.952	24.730	143.429	614.434	333.647	1.388	50.440	49.980	6.001	10.955	46211.766	28.983
598.152	24.637	142.963	614.573	333.573	1.403	50.470	50.040	6.067	10.954	46205.702	28.210
598.353	24.646	142.620	615.325	333.219	1.426	50.525	50.098	6.114	10.954	46177.265	28.961
598.553	24.725	142.135	615.812	332.869	1.424	50.554	50.117	6.016	11.135	46180.701	29.087
598.753	24.742	141.609	616.748	333.681	1.433	50.602	50.167	6.196	11.144	46164.457	28.775
598.953	24.735	141.352	617.720	333.808	1.458	49.781	49.368	6.243	11.144	46159.460	29.005
599.153	24.803	140.857	617.847	332.818	1.652	38.657	37.917	4.798	10.841	46159.654	26.970
599.354	24.772	140.255	614.899	332.723	1.446	34.574	33.915	4.338	10.841	46036.690	24.185
599.553	24.679	139.762	608.957	331.668	1.281	30.953	30.355	3.798	10.841	46038.153	23.686
599.753	24.711	139.261	600.957	330.202	1.187	27.829	27.328	3.333	-0.183	45662.524	21.295
599.953	24.660	138.898	592.012	328.624	1.082	25.063	24.642	3.022	-0.210	44772.389	21.415
600.154	24.735	138.394	582.589	327.147	0.971	22.902	22.434	2.704	-0.211	44774.992	20.083
600.354	24.743	137.831	573.497	325.494	0.879	20.935	20.560	2.363	-0.211	42688.216	18.882
600.553	24.700	137.471	564.535	324.411	0.775	19.121	18.784	2.171	-0.211	42657.313	18.750
600.753	24.645	136.994	555.796	323.734	0.741	17.638	17.339	1.959	-0.211	42654.677	18.163
600.953	24.643	136.486	547.057	322.628	0.693	16.262	16.003	1.795	-0.212	40129.665	16.979
601.153	24.758	135.895	538.583	320.883	0.660	15.074	14.824	1.650	-0.211	40128.873	16.381
601.353	24.680	135.452	530.737	320.124	0.612	13.957	13.750	1.490	-0.211	38733.724	15.756
601.553	24.796	134.974	522.869	318.494	0.563	12.952	12.741	1.358	-0.211	37470.191	16.052
601.753	24.778	134.452	515.198	317.609	0.535	12.085	11.889	1.285	-0.212	37465.186	15.186
601.953	24.859	134.006	508.074	316.101	0.498	11.313	11.132	1.153	-0.212	34840.754	15.021
602.154	24.829	133.535	501.216	314.730	0.447	10.578	10.428	1.079	-0.211	34831.319	14.100
602.353	24.814	133.244	494.586	313.242	0.430	9.940	9.797	0.995	-0.212	34730.516	15.509
602.554	24.804	132.690	488.150	312.632	0.409	9.366	9.247	0.956	-0.212	32310.778	14.155
602.755	24.913	132.237	481.429	310.940	0.400	8.862	8.731	0.882	-0.211	32312.395	14.243
602.956	24.890	131.766	476.047	310.445	0.376	8.382	8.264	0.821	-0.211	30437.492	13.617
603.157	24.970	131.432	469.556	309.455	0.360	7.909	7.810	0.758	-0.212	29962.532	14.012
603.358	24.917	130.985	464.038	308.875	0.341	7.474	7.394	0.703	-0.212	29955.748	12.795
603.558	24.942	130.529	459.004	307.049	0.322	7.097	7.008	0.646	-0.212	27787.591	13.085
603.759	25.006	130.205	453.629	306.412	0.314	6.759	6.664	0.615	-0.212	27787.607	13.464
603.958	25.120	129.775	448.309	305.452	0.307	6.391	6.331	0.583	-0.212	27074.416	13.722
604.158	25.060	129.412	443.599	304.658	0.278	6.079	6.005	0.550	-0.212	25813.883	13.475
604.358	25.069	128.954	438.433	303.661	0.273	5.791	5.752	0.523	-0.212	25811.109	13.053
604.559	25.041	128.583	433.519	303.285	0.263	5.536	5.470	0.482	-0.212	24041.997	12.937
604.759	25.164	128.238	429.014	301.781	0.243	5.276	5.219	0.452	-0.212	24022.252	13.321
604.959	25.229	127.729	424.479	301.250	0.244	5.022	4.979	0.429	-0.212	24020.740	12.312
605.158	25.166	127.490	420.867	300.394	0.219	4.831	4.775	0.409	-0.212	22396.148	12.981
605.359	25.215	126.998	415.631	299.030	0.218	4.608	4.553	0.381	-0.212	22392.364	11.714
605.559	25.307	126.733	412.268	298.279	0.206	4.391	4.362	0.362	-0.212	21593.927	12.713
605.760	25.247	126.325	408.128	297.468	0.197	4.224	4.205	0.346	-0.212	20929.693	11.797
605.961	25.276	125.950	404.163	297.282	0.191	4.053	4.043	0.333	-0.212	20930.930	11.561
606.161	25.379	125.568	400.392	295.991	0.179	3.906	3.869	0.310	-0.212	19615.246	11.714
606.361	25.388	125.380	397.036	295.403	0.177	3.760	3.738	0.298	-0.212	19613.855	12.477
606.562	25.463	125.009	393.332	294.104	0.171	3.607	3.596	0.289	-0.212	19509.843	12.290
606.762	25.541	124.659	389.670	293.723	0.169	3.461	3.444	0.277	-0.212	18420.836	12.323
606.962	25.487	124.353	386.579	293.096	0.162	3.337	3.337	0.259	-0.212	18415.726	11.687
607.162	25.510	123.981	382.814	292.691	0.158	3.224	3.204	0.253	-0.212	17563.787	11.506
607.361	25.522	123.705	379.782	291.750	0.154	3.098	3.106	0.242	-0.212	17347.984	11.534
607.561	25.580	123.496	376.406	290.492	0.151	2.990	2.988	0.231	-0.212	17351.211	12.186
607.761	25.676	123.095	373.485	290.755	0.141	2.880	2.885	0.216	-0.212	16377.196	11.259
607.961	25.651	122.930	371.019	289.961	0.136	2.787	2.782	0.205	-0.212	16377.867	12.224
608.162	25.701	122.549	368.120	288.928	0.135	2.703	2.699	0.210	-0.211	16162.048	11.457
608.361	25.734	122.406	364.847	288.616	0.131	2.605	2.618	0.194	-0.212	15497.192	12.175
608.561	25.813	122.020	362.320	287.641	0.126	2.513	2.518	0.181	-0.212	15500.006	12.049
608.762	25.800	121.673	358.978	287.282	0.122	2.434	2.451	0.179	-0.212	14711.012	11.385
608.961	25.842	121.507	356.443	286.768	0.121	2.357	2.364	0.176	-0.211	14695.715	12.449
609.162	25.933	121.113	353.658	285.932	0.113	2.280	2.298	0.173	-0.212	14692.780	11.364
609.362	25.844	120.860	351.165	285.476	0.113	2.209	2.229	0.165	-0.211	13965.883	11.226
609.563	25.888	120.670	348.698	284.504	0.109	2.153	2.167	0.162	-0.212	13967.783	11.901
609.762	25.948	120.410	346.286	283.783	0.103	2.066	2.102	0.156	-0.212	13648.259	12.224
609.962	25.970	119.985	344.623	283.818	0.098	2.014	2.036	0.154	-0.212	13299.992	10.952
610.163	26.008	119.780	341.410	282.750	0.096	1.962	1.983	0.149	-0.211	13299.790	11.128
610.362	26.063	119.493	338.850	282.183	0.096	1.895	1.945	0.148	-0.212	12688.750	10.930
610.563	26.038	119.300	336.898	281.756	0.095	1.861	1.879	0.137	-0.212	12686.034	10.925
610.763	26.135	119.128	334.515	281.204	0.090	1.810	1.835	0.133	-0.212	12685.726	12.219
610.962	26.249	118.788	332.439	280.939	0.089	1.758	1.780	0.131	-0.211	12128.028	11.325
611.162	26.270	118.573	330.136	279.897	0.086	1.696	1.728	0.135	-0.211	12127.656	11.336
611.363	26.297	118.335	327.787	279.349	0.087	1.651	1.689	0.124	-0.211	11792.616	11.276
611.563	26.270	118.115	325.894	279.172	0.084	1.620	1.667	0.125	-0.212	11609.325	10.991
611.763	26.316	117.881	323.437	279.003	0.082	1.570	1.612	0.120	-0.212	11608.848	10.607
611.963	26.313	117.776	322.031	278.107	0.081	1.532	1.577	0.114	-0.212	11131.932	11.528
612.164	26.388	117.534	319.901	277.340	0.080	1.487	1.530	0.116	-0.212	11132.781	12.005
612.364	26.376	117.293	317.457	276.786	0.078	1.456	1.508	0.110	-0.212	11106.438	12.044
612.563	26.509	117.000	315.890	275.941	0.076	1.412	1.451	0.111	-0.211	10690.438	11.270
612.764	26.458	116.835	314.244	276.192	0.075	1.383	1.430	0.108	-0.211	10686.161	10.980
612.964	26.516	116.539	311.997	275.797	0.074	1.349	1.392	0.102	-0.212	10369.944	10.590
613.165	26.465	116.449	310.425	274.902	0.071	1.321	1.350	0.109	-0.212	10275.739	11.161
613.365	26.564	116.226	308.754	274.504	0.071	1.280	1.314	0.105	-0.212	10277.923	11.961
613.565	26.568	115.988	307.012	273.920	0.069	1.250	1.289	0.100	-0.212	9892.833	10.568
613.766	26.595	115.824	305.005	273.882	0.068	1.230	1.275	0.101	-0.212	9894.531	11.714
613.967	26.709	115.574	303.397	272.984	0.067	1.203	1.246	0.099	-0.212	9836.437	11.270
614.167	26.647	115.397	301.886	272.717	0.065	1.186	1.222	0.100	-0.212	9533.173	10.832
614.368	26.701	115.232	299.422	272.196	0.063	1.153	1.196	0.092	-0.212	9535.283	11.215
614.567	26.748	114.905	298.274	272.102	0.064	1.103	1.169	0.095	-0.212	9237.995	10.645
