Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	Fuel Flow  (L/hr)	RPM	Thrust (N)
501.472	23.284	140.796	732.463	335.014	3.918	137.389	136.218	16.964	17.221	67869.692	54.614
501.671	23.320	140.838	732.298	334.985	3.922	137.522	136.321	17.081	17.085	67870.945	55.146
501.871	23.408	140.941	731.554	335.159	3.955	137.402	136.283	16.670	17.085	67877.915	54.828
502.071	23.400	140.938	729.995	334.933	3.966	137.320	136.093	16.721	17.012	67884.804	53.512
502.273	23.410	141.062	728.954	335.055	3.928	137.189	135.960	16.877	17.009	67888.175	54.148
502.472	23.288	141.227	728.808	335.214	3.931	137.268	136.019	16.812	17.009	67895.307	54.861
502.672	23.406	141.231	728.589	335.152	3.940	136.956	135.845	16.797	17.085	67896.859	55.036
502.873	23.245	141.447	728.180	335.548	3.914	137.011	135.850	16.820	17.084	67894.264	54.422
503.072	23.330	141.355	727.813	334.853	3.931	136.940	135.790	16.934	17.089	67888.579	53.583
503.274	23.338	141.635	728.170	335.370	3.921	136.918	135.754	16.518	17.123	67891.822	55.184
503.473	23.398	141.639	727.567	335.763	3.884	136.849	135.628	16.842	17.123	67887.819	54.203
503.675	23.281	141.757	728.130	335.462	3.892	136.808	135.649	16.855	17.149	67879.605	53.665
503.874	23.377	141.666	727.914	335.663	3.904	136.725	135.611	16.820	17.161	67879.281	54.236
504.075	23.256	141.955	728.285	335.697	3.870	137.011	136.068	16.959	17.160	67869.611	54.713
504.275	23.364	141.865	729.276	335.877	3.885	137.356	136.267	17.180	17.010	67868.147	54.790
504.476	23.371	142.052	731.767	335.708	3.944	137.288	136.082	16.970	17.009	67871.543	54.565
504.675	23.381	142.119	732.042	335.862	3.919	137.147	136.009	16.606	17.009	67876.120	54.960
504.875	23.268	142.248	732.786	335.657	3.904	137.253	136.017	16.648	17.047	67876.346	55.025
505.075	23.356	142.105	732.983	335.981	3.920	137.366	136.174	17.113	17.047	67881.108	54.131
505.276	23.310	142.403	732.257	336.111	3.934	137.436	136.165	17.179	17.057	67883.874	54.729
505.475	23.425	142.317	731.274	336.074	3.923	137.196	136.014	16.635	17.085	67884.868	54.263
505.675	23.306	142.499	730.727	335.846	3.928	137.139	135.862	16.786	17.085	67894.474	54.641
505.875	23.395	142.524	729.429	335.920	3.930	137.003	135.829	16.356	17.116	67895.703	54.822
506.075	23.324	142.629	728.765	335.961	3.912	136.971	135.660	17.030	17.122	67889.542	53.885
506.275	23.413	142.647	728.214	335.891	3.922	137.062	135.843	16.908	17.122	67890.536	54.598
506.475	23.303	142.848	727.983	335.786	3.902	137.278	135.996	17.007	16.819	67891.975	55.009
506.676	23.320	142.725	726.510	336.144	3.901	137.353	136.116	16.969	16.820	67885.208	54.422
506.875	23.266	142.909	725.856	336.022	3.934	137.467	136.205	16.864	16.819	67884.229	54.515
507.075	23.268	142.977	723.851	335.912	3.936	137.536	136.250	16.953	17.008	67885.378	55.360
507.275	23.272	142.954	721.869	336.028	3.920	137.830	136.457	16.949	17.009	67892.404	53.945
507.476	23.294	143.147	720.441	335.133	3.932	137.420	136.178	16.733	17.028	67896.131	55.146
507.676	23.271	143.169	719.685	335.629	3.931	137.315	136.070	16.609	17.047	67905.818	53.786
507.876	23.378	143.186	719.693	335.903	3.920	137.043	135.889	16.821	17.047	67913.734	53.901
508.076	23.303	143.189	719.744	335.339	3.931	137.135	135.884	16.476	16.933	67912.408	53.035
508.275	23.307	143.281	719.984	336.051	3.904	137.036	135.827	16.273	16.933	67913.475	54.263
508.475	23.255	143.406	720.395	336.032	3.917	136.927	135.719	16.668	16.932	67914.194	54.055
508.676	23.369	143.410	720.437	335.504	3.895	136.882	135.730	16.475	16.933	67914.550	54.817
508.876	23.298	143.565	721.705	335.858	3.910	136.827	135.944	17.064	16.932	67902.414	53.874
509.076	23.389	143.493	723.370	335.909	3.909	136.900	136.130	17.379	16.914	67908.276	54.077
509.276	23.318	143.568	725.475	336.016	3.915	137.453	136.258	16.996	16.819	67902.398	54.504
509.477	23.376	143.520	725.755	335.675	3.932	137.495	136.245	16.980	16.819	67902.842	54.296
509.678	23.371	143.779	725.490	335.936	3.938	137.590	136.362	16.880	16.952	67906.651	54.822
509.878	23.350	143.779	725.211	335.386	3.929	137.708	136.406	16.853	17.009	67922.102	54.954
510.078	23.302	143.864	723.719	335.417	3.943	137.513	136.272	17.226	17.009	67919.612	54.466
510.279	23.358	143.928	722.959	335.866	3.948	137.588	136.313	16.834	16.819	67927.616	54.400
510.479	23.333	143.973	721.961	335.428	3.940	137.544	136.321	16.899	16.819	67936.470	54.378
510.679	23.386	144.008	719.811	335.604	3.925	137.667	136.324	16.906	16.819	67935.532	54.099
510.879	23.371	144.104	718.860	335.166	3.935	137.579	136.321	17.039	16.744	67948.412	54.565
511.079	23.380	144.210	717.370	335.210	3.956	137.426	136.182	16.520	16.744	67949.229	54.131
511.279	23.456	144.272	716.823	335.102	3.939	137.069	135.920	16.679	16.847	67953.539	54.625
511.480	23.479	144.177	716.330	334.891	3.920	136.909	135.733	16.750	17.009	67949.245	53.627
511.679	23.425	144.424	716.194	335.206	3.935	136.862	135.635	16.606	17.009	67949.504	54.285
511.879	23.495	144.299	716.396	335.407	3.917	136.778	135.531	16.743	17.009	67936.381	53.945
512.080	23.508	144.338	716.675	334.932	3.916	136.531	135.313	16.821	17.009	67935.233	53.572
512.280	23.412	144.548	716.997	335.028	3.887	136.491	135.287	16.389	17.009	67937.974	54.883
512.479	23.450	144.593	717.341	335.493	3.894	136.434	135.172	16.897	16.970	67907.467	54.499
512.679	23.560	144.454	717.550	335.029	3.913	136.440	135.217	16.544	16.971	67908.138	53.967
512.880	23.498	144.600	717.474	335.018	3.915	136.502	135.241	16.647	16.982	67893.981	53.117
513.079	23.501	144.690	717.594	335.004	3.894	136.472	135.088	17.168	17.199	67880.922	54.263
513.280	23.487	144.736	717.292	334.807	3.902	136.439	135.161	16.681	17.199	67879.936	53.791
513.480	23.568	144.670	717.460	335.448	3.901	136.372	135.203	16.757	17.178	67857.345	53.106
513.680	23.457	144.915	717.035	335.122	3.872	136.313	135.141	16.897	17.160	67856.868	54.175
513.881	23.556	144.973	716.897	334.878	3.894	136.323	135.129	16.886	17.161	67858.833	54.269
514.080	23.569	144.839	716.684	334.983	3.866	136.379	135.243	16.816	17.236	67844.085	54.104
514.280	23.510	144.910	716.646	335.020	3.857	136.619	135.390	16.925	17.237	67840.357	53.824
514.480	23.648	144.904	716.300	335.723	3.869	136.740	135.445	16.919	17.237	67839.557	54.274
514.681	23.500	145.055	715.440	335.660	3.899	136.636	135.406	16.852	17.236	67832.652	54.186
514.880	23.621	145.011	714.915	335.454	3.878	136.726	135.519	16.792	17.237	67834.827	53.961
515.080	23.611	145.101	714.665	335.401	3.859	136.612	135.522	16.815	17.199	67841.077	53.726
515.280	23.588	145.282	714.149	334.692	3.881	136.600	135.372	16.847	17.009	67842.767	54.356
515.480	23.666	145.160	713.063	335.101	3.881	136.544	135.330	16.748	17.010	67842.686	53.885
515.680	23.680	145.187	712.707	335.230	3.889	136.602	135.431	16.644	17.036	67849.308	54.208
515.880	23.647	145.166	712.627	334.953	3.868	136.629	135.414	16.793	17.047	67846.818	53.770
516.080	23.638	145.319	712.147	335.140	3.887	136.636	135.477	16.463	17.047	67850.254	53.375
516.281	23.634	145.390	712.477	335.297	3.883	136.722	135.462	16.515	17.123	67854.378	53.473
516.482	23.600	145.541	712.396	335.087	3.886	136.720	135.459	16.783	17.123	67853.941	54.636
516.682	23.602	145.503	711.784	334.982	3.897	136.861	135.596	16.677	17.123	67858.186	54.247
516.882	23.624	145.639	713.258	334.874	3.891	136.747	135.496	16.773	17.122	67860.442	54.861
517.083	23.717	145.570	713.117	335.364	3.897	136.690	135.388	16.746	17.123	67864.630	53.451
517.282	23.641	145.646	713.052	335.104	3.916	136.381	135.244	16.915	17.178	67870.702	54.592
517.483	23.603	145.635	713.310	335.287	3.902	136.398	135.104	16.922	17.236	67865.609	53.621
517.682	23.632	145.816	713.937	335.117	3.893	136.306	135.009	17.016	17.236	67864.153	54.466
517.883	23.669	145.826	713.684	335.428	3.870	136.147	134.904	16.746	17.123	67864.113	54.384
518.083	23.592	145.846	713.962	335.397	3.858	136.181	135.283	17.064	17.123	67857.620	53.934
518.284	23.704	145.853	714.645	335.299	3.882	136.534	135.436	16.960	17.123	67845.532	54.164
518.483	23.645	145.713	717.010	334.964	3.909	136.466	135.212	16.980	17.047	67841.667	53.600
518.684	23.617	145.808	718.325	335.295	3.906	136.503	135.272	16.549	17.047	67841.336	53.512
518.885	23.643	146.022	718.825	334.986	3.888	136.547	135.281	17.394	17.056	67845.184	55.075
519.087	23.595	145.923	719.396	335.133	3.895	136.446	135.168	16.791	17.085	67841.603	54.170
519.286	23.701	145.925	719.460	335.375	3.892	136.350	135.124	16.835	17.085	67844.093	54.466
519.486	23.592	146.090	719.486	335.727	3.891	136.389	135.139	16.923	17.117	67841.239	54.647
519.688	23.622	146.037	719.787	335.514	3.887	136.149	134.863	16.871	17.122	67838.142	55.036
519.887	23.604	146.038	718.873	335.438	3.900	136.369	135.202	16.548	17.122	67832.240	53.852
520.087	23.584	146.234	718.915	335.723	3.905	136.330	135.253	16.510	16.971	67834.406	55.020
520.288	23.662	146.245	718.953	335.001	3.901	136.333	135.126	16.930	16.971	67828.383	54.186
520.488	23.678	146.274	718.809	335.711	3.907	136.437	135.201	16.719	16.970	67829.086	54.526
520.689	23.630	146.379	718.593	334.779	3.896	136.457	135.194	16.737	16.933	67825.512	54.790
520.889	23.628	146.356	718.075	335.069	3.916	136.496	135.183	16.888	16.932	67828.407	55.722
521.088	23.598	146.351	718.188	335.300	3.919	136.385	135.185	16.803	16.912	67822.464	54.669
521.288	23.610	146.402	717.669	334.984	3.906	136.521	135.249	16.699	16.895	67826.782	55.294
521.488	23.664	146.243	717.506	335.539	3.897	136.284	134.970	16.833	16.895	67823.548	54.066
521.690	23.704	146.379	716.994	334.969	3.902	136.337	135.068	17.328	16.820	67825.706	54.521
521.890	23.574	146.533	716.296	335.571	3.895	136.197	134.935	16.689	16.819	67819.788	54.274
522.092	23.743	146.496	715.284	335.805	3.905	136.162	134.904	16.696	16.820	67825.108	54.839
522.292	23.623	146.512	714.697	335.400	3.867	136.204	134.912	17.063	16.782	67814.823	53.813
522.494	23.597	146.632	714.298	335.603	3.896	136.198	134.898	16.937	16.782	67806.042	54.071
522.693	23.750	146.621	713.534	334.756	3.893	136.113	134.890	16.668	16.714	67812.689	54.225
522.894	23.763	146.615	713.365	335.168	3.925	136.105	134.865	17.104	16.630	67803.625	54.400
523.095	23.654	146.723	713.089	335.029	3.917	136.120	134.904	17.014	16.630	67799.574	54.587
523.295	23.776	146.598	712.502	334.964	3.905	136.337	135.007	16.759	16.698	67801.442	54.367
523.494	23.652	146.641	711.873	334.937	3.905	136.310	135.045	16.882	16.706	67787.745	53.698
523.695	23.613	146.815	711.819	335.222	3.909	136.259	134.998	16.789	16.706	67789.815	54.471
523.895	23.751	146.827	711.473	334.870	3.903	136.369	135.136	16.609	16.706	67795.297	54.641
524.097	23.792	146.779	711.492	335.125	3.915	136.360	135.103	16.896	16.707	67793.736	54.433
524.296	23.628	146.892	711.298	335.002	3.905	136.230	134.874	16.536	16.711	67789.782	54.126
524.496	23.733	147.019	710.645	334.941	3.903	136.121	134.846	16.659	16.820	67792.289	55.168
524.698	23.730	146.957	711.461	334.963	3.909	136.012	134.800	16.603	16.819	67791.602	54.757
524.897	23.786	146.914	711.187	335.557	3.893	136.071	134.843	16.497	16.710	67790.009	54.768
525.097	23.667	146.963	711.740	335.332	3.887	136.056	134.824	16.774	16.630	67775.350	53.638
525.297	23.732	146.943	712.038	335.457	3.904	136.157	134.942	16.649	16.630	67776.741	54.044
525.498	23.835	146.982	711.482	335.445	3.914	136.246	134.985	16.704	16.630	67778.204	54.587
525.699	23.804	147.029	711.700	335.397	3.913	136.214	134.995	16.534	16.631	67777.323	54.674
525.900	23.771	147.129	711.467	335.272	3.917	136.356	135.099	16.324	16.631	67779.417	55.157
526.099	23.743	147.111	711.705	335.386	3.909	136.209	134.977	16.577	17.085	67773.118	53.813
526.300	23.779	147.199	712.175	335.194	3.904	136.120	134.831	16.617	17.085	67780.274	54.921
526.500	23.827	147.148	712.069	335.174	3.894	136.106	134.860	16.769	17.065	67778.236	54.334
526.701	23.804	147.243	711.520	335.560	3.910	136.278	134.927	17.109	16.933	67783.387	54.356
526.902	23.700	147.131	711.184	335.395	3.899	136.043	134.786	16.748	16.933	67775.342	53.786
527.104	23.752	147.257	710.581	335.386	3.922	136.043	134.727	16.778	16.908	67771.614	54.455
527.303	23.694	147.250	709.611	335.183	3.909	135.969	134.679	16.728	16.895	67768.437	53.802
527.504	23.712	147.227	708.781	335.036	3.892	136.117	134.844	17.232	16.895	67767.070	53.660
527.704	23.738	147.234	708.564	335.796	3.925	135.991	134.804	16.602	16.782	67756.082	54.121
527.905	23.746	147.248	708.568	335.587	3.929	136.067	134.803	16.645	16.782	67756.818	53.923
528.106	23.623	147.361	708.329	335.859	3.923	136.014	134.825	16.633	16.781	67750.802	54.652
528.305	23.702	147.441	708.822	334.598	3.929	135.932	134.744	16.720	16.668	67754.877	54.888
528.505	23.615	147.379	708.608	335.291	3.956	135.972	134.657	16.730	16.668	67747.519	53.797
528.705	23.691	147.435	709.193	335.303	3.922	136.092	134.983	16.655	16.688	67748.732	54.587
528.905	23.672	147.480	709.449	335.027	3.892	136.714	135.561	16.617	16.744	67751.093	55.042
529.105	23.658	147.401	709.835	335.551	3.908	137.591	136.400	17.195	16.745	67752.921	54.329
529.306	23.570	147.557	710.647	335.881	3.905	139.440	138.313	17.130	16.981	67756.017	55.755
529.506	23.663	147.447	712.198	335.664	3.982	141.489	140.421	17.665	17.047	67755.039	55.579
529.707	23.620	147.713	713.916	335.657	4.041	144.523	143.391	18.419	17.048	67888.305	57.932
529.909	23.650	147.613	716.731	335.939	4.122	148.299	147.117	18.813	17.729	67882.176	58.211
530.109	23.563	147.745	719.364	336.037	4.227	152.627	151.402	19.397	17.729	67892.323	59.193
530.309	23.624	147.950	722.357	337.036	4.403	156.765	155.528	20.381	17.729	68278.245	61.195
530.509	23.679	147.985	725.673	337.194	4.491	160.278	159.056	20.865	18.978	68274.962	61.101
530.710	23.706	148.243	728.083	337.058	4.572	164.541	163.363	21.451	18.978	68826.889	63.898
530.909	23.602	148.606	731.142	337.681	4.724	168.730	167.327	22.140	19.643	68985.882	66.097
531.109	23.588	148.779	734.797	337.833	4.867	172.606	171.147	22.605	20.870	68984.961	67.704
531.310	23.576	149.105	738.128	338.199	5.052	175.941	174.583	23.448	20.871	69953.655	68.910
531.510	23.701	149.303	740.620	337.793	5.232	179.078	177.577	23.633	21.136	69958.296	70.742
531.710	23.610	149.660	743.515	338.710	5.297	181.518	179.983	23.882	21.288	70290.579	71.592
531.910	23.591	150.059	746.506	339.399	5.377	183.707	182.096	24.353	21.288	71036.283	73.358
532.110	23.558	150.549	749.365	339.586	5.508	185.427	183.733	24.485	21.660	71037.075	74.273
532.312	23.633	150.858	752.241	340.027	5.582	186.877	185.053	24.512	21.706	72076.421	74.328
532.511	23.634	151.346	755.201	339.912	5.608	187.880	186.047	24.684	21.705	72089.940	74.646
532.712	23.528	151.763	758.967	340.179	5.627	189.406	187.352	24.904	22.121	72098.009	74.899
532.912	23.587	152.170	761.441	340.947	5.671	190.292	188.244	25.074	22.121	73011.787	75.425
533.112	23.662	152.604	763.151	340.768	5.718	191.032	188.942	25.280	22.122	73018.603	76.324
533.311	23.470	153.199	764.279	340.678	5.750	191.465	189.449	25.416	22.839	73518.110	76.412
533.512	23.567	153.565	765.121	340.389	5.743	191.443	189.416	25.289	22.841	73815.730	76.555
533.712	23.468	154.148	765.746	340.604	5.784	191.494	189.460	25.545	22.850	73813.369	76.132
533.913	23.462	154.500	766.664	340.598	5.775	191.652	189.672	25.322	22.954	74455.255	77.174
534.112	23.550	154.869	768.138	341.497	5.769	192.296	190.252	25.634	22.955	74454.924	76.659
534.314	23.515	155.362	769.478	340.946	5.766	192.895	190.802	25.774	22.909	74546.549	76.807
534.513	23.435	155.870	770.045	340.887	5.834	192.917	190.931	25.631	22.878	74961.158	77.503
534.713	23.494	156.170	770.000	340.977	5.810	193.281	191.159	25.646	22.879	74958.312	77.257
534.914	23.399	156.735	771.609	341.219	5.813	193.487	191.496	25.711	22.878	75368.669	77.476
535.114	23.454	157.113	772.815	341.193	5.846	193.507	191.633	25.805	22.879	75379.075	78.359
535.315	23.383	157.545	774.081	341.821	5.866	193.935	192.102	25.852	22.879	75375.380	78.293
535.514	23.418	157.845	775.579	341.470	5.846	194.294	192.278	25.878	22.879	75717.042	77.975
535.714	23.411	158.395	777.457	342.445	5.856	194.442	192.561	26.060	22.879	75715.247	78.617
535.916	23.356	158.690	777.989	341.660	5.830	195.099	193.082	26.118	22.879	75858.692	79.286
536.115	23.440	159.097	779.137	342.523	5.859	195.521	193.443	26.186	22.993	76003.124	79.401
536.315	23.323	159.431	778.810	342.429	5.859	195.994	193.880	26.168	22.993	75996.567	78.765
536.515	23.321	159.936	778.975	342.452	5.884	196.012	193.924	26.454	22.992	76246.903	79.417
536.715	23.353	160.140	778.624	343.151	5.892	196.016	193.839	26.046	22.879	76247.849	79.242
536.916	23.466	160.693	778.144	342.534	5.921	196.156	194.138	26.278	22.879	76263.268	80.119
537.117	23.186	161.041	778.925	343.123	5.935	196.120	194.066	26.244	22.879	76454.806	80.004
537.317	23.468	161.307	779.068	343.261	5.924	196.131	194.101	26.234	22.955	76457.894	79.735
537.517	23.377	161.588	779.674	343.269	5.942	196.202	194.121	26.336	22.954	76582.557	80.097
537.718	23.345	162.024	780.500	343.596	5.932	196.452	194.411	26.465	22.980	76617.397	80.306
537.917	23.257	162.411	780.617	343.591	5.956	196.686	194.679	26.259	23.030	76614.050	80.580
538.117	23.327	162.596	780.650	344.117	5.974	196.554	194.543	26.411	23.031	76747.906	79.911
538.317	23.224	163.099	781.079	343.713	5.953	196.722	194.684	26.694	23.105	76745.076	80.371
538.517	23.295	163.326	780.444	343.562	5.965	196.715	194.707	26.550	23.144	76786.070	80.437
538.717	23.293	163.549	779.872	343.937	5.952	196.701	194.709	26.360	23.144	76855.565	79.883
538.917	23.258	164.024	780.169	344.485	5.972	196.827	194.794	26.454	23.180	76855.217	81.117
539.119	23.197	164.374	780.382	344.011	5.967	196.772	194.641	26.350	23.181	76941.425	81.781
539.318	23.260	164.634	779.567	344.097	5.957	196.688	194.559	26.409	23.182	76944.999	80.706
539.519	23.204	164.756	779.373	344.687	5.975	196.505	194.598	26.501	23.219	76940.228	80.152
539.721	23.236	165.073	778.920	344.805	5.962	196.723	194.773	26.527	23.219	77011.486	80.656
539.921	23.154	165.449	779.198	344.849	5.940	196.689	194.674	26.359	23.218	77009.618	80.870
540.121	23.227	165.669	778.641	345.332	5.961	196.576	194.555	26.383	23.219	77053.029	80.300
540.321	23.159	166.043	779.208	345.611	5.937	196.641	194.618	26.410	23.219	77063.654	81.583
540.522	23.282	166.253	778.780	345.609	5.934	196.700	194.490	26.288	23.233	77066.209	80.514
540.721	23.196	166.604	778.192	345.426	5.942	196.634	194.541	26.353	23.333	77100.969	80.536
540.921	23.227	166.758	777.809	345.657	5.967	196.367	194.287	26.489	23.334	77100.936	79.971
541.121	23.168	167.098	777.533	346.108	5.953	196.238	194.082	26.270	23.217	77105.472	80.843
541.321	23.327	167.400	777.137	345.991	5.928	196.395	194.257	26.318	23.069	77127.004	81.890
541.522	23.218	167.538	777.371	346.189	5.827	195.924	193.762	26.188	23.069	77126.551	81.364
541.721	23.123	167.868	777.227	345.827	5.852	196.088	193.772	26.093	23.155	77132.874	81.808
541.922	23.182	168.133	777.313	346.324	5.842	196.096	193.762	26.039	23.181	77133.715	80.986
542.121	23.186	168.211	777.652	347.328	5.851	196.155	193.972	26.039	23.181	77130.570	80.552
542.321	23.138	168.618	778.803	346.370	5.927	196.335	194.153	26.228	23.255	77145.576	81.134
542.521	23.203	168.588	779.323	346.106	5.938	196.468	194.333	26.370	23.257	77146.361	80.547
542.721	23.164	169.015	779.807	346.767	5.832	196.249	193.965	26.050	23.257	77154.600	81.380
542.922	23.135	169.072	779.824	346.783	5.836	196.249	193.802	26.094	23.219	77160.122	80.377
543.122	23.141	169.459	780.896	346.515	5.833	196.353	193.976	26.038	23.218	77164.278	81.665
543.324	23.163	169.504	781.027	347.277	5.822	196.272	194.049	26.251	23.219	77172.445	80.569
543.523	23.144	169.855	782.011	346.580	5.842	196.379	194.027	26.166	23.218	77172.121	81.315
543.724	23.135	170.025	782.388	346.825	5.944	196.508	194.230	26.398	23.218	77170.213	80.075
543.926	23.184	170.261	781.991	346.938	5.914	196.175	194.062	26.442	23.223	77188.236	81.293
544.126	23.219	170.432	782.088	347.130	5.907	195.925	193.809	26.144	23.258	77186.319	81.150
544.325	23.156	170.628	782.311	346.919	5.798	195.846	193.392	26.004	23.258	77182.260	81.293
544.525	23.130	170.918	782.272	347.361	5.830	196.150	193.800	25.993	23.277	77183.845	82.186
544.725	23.144	171.050	782.607	347.519	5.821	196.557	194.166	26.084	23.295	77183.069	82.077
544.926	23.112	171.165	782.771	347.574	5.850	196.660	194.173	25.920	23.294	77184.710	80.695
545.125	23.158	171.394	782.281	346.781	5.833	196.974	194.496	25.896	23.233	77191.559	81.731
545.325	23.059	171.659	782.521	347.261	5.851	197.186	194.674	26.407	23.218	77200.081	81.490
545.526	23.169	171.788	782.101	347.563	5.879	197.081	194.647	26.360	23.219	77221.411	81.353
545.726	23.177	172.005	781.912	346.391	5.877	196.911	194.502	26.250	23.219	77223.278	81.687
545.925	23.092	172.223	781.751	346.802	5.880	196.787	194.404	26.213	23.219	77253.550	81.748
546.125	23.118	172.403	781.264	346.958	5.955	196.751	194.519	26.528	23.219	77252.960	81.007
546.326	23.139	172.498	780.827	346.751	5.908	196.630	194.507	26.443	23.182	77252.976	81.243
546.525	23.129	172.480	781.264	346.914	5.902	196.257	194.229	26.547	23.182	77263.002	80.640
546.727	23.007	172.686	779.940	347.233	5.835	196.168	193.798	26.148	23.180	77261.280	80.300
546.928	23.160	172.838	779.924	346.861	5.853	196.080	193.756	26.126	23.144	77256.979	80.684
547.127	23.031	173.104	780.257	347.367	5.824	196.204	193.896	26.080	23.144	77253.809	81.622
547.327	23.040	173.132	780.220	346.966	5.822	196.077	193.814	26.201	23.095	77250.890	80.437
547.528	23.127	173.306	780.862	346.973	5.847	196.139	193.770	26.111	23.031	77253.696	81.243
547.727	23.070	173.557	781.911	347.309	5.882	196.184	193.986	26.186	23.030	77252.241	81.731
547.927	23.132	173.621	781.762	347.148	5.923	196.096	193.911	25.872	23.186	77254.286	82.038
548.129	23.045	173.737	783.095	347.212	5.915	196.482	194.235	26.247	23.219	77241.762	81.243
548.329	23.058	173.848	782.615	347.672	5.928	196.273	194.139	26.025	23.219	77243.104	81.134
548.529	23.153	174.070	783.593	347.597	5.955	195.845	193.692	26.160	23.107	77242.635	81.419
548.729	23.152	174.112	783.537	347.771	5.845	195.802	193.460	26.154	23.106	77239.021	80.015
548.931	23.085	174.439	784.005	347.483	5.808	195.883	193.516	26.018	23.106	77241.430	81.989
549.130	23.151	174.431	783.722	347.736	5.826	195.951	193.523	25.964	23.220	77228.073	81.315
549.332	23.121	174.491	784.299	348.106	5.844	195.798	193.526	25.885	23.219	77225.219	80.865
549.531	23.117	174.621	784.720	347.802	5.850	195.998	193.654	25.962	23.187	77222.001	80.618
549.731	23.121	174.836	785.406	348.158	5.847	195.900	193.614	26.023	23.068	77219.373	81.709
549.931	23.102	174.973	785.808	348.347	5.857	195.889	193.484	26.114	23.068	77216.972	80.810
550.131	23.063	175.180	785.550	348.441	5.919	196.186	193.957	26.130	23.047	77215.759	81.227
550.331	23.162	175.195	785.682	348.551	5.932	195.731	193.702	26.078	23.030	77216.373	80.903
550.531	23.067	175.402	786.480	348.423	5.935	195.559	193.486	26.038	23.030	77216.317	82.110
550.731	23.085	175.410	786.187	348.465	5.897	195.865	193.604	26.142	23.067	77204.827	81.101
550.932	23.141	175.474	786.952	348.969	5.900	196.047	193.813	25.947	23.068	77204.261	81.128
551.133	23.200	175.740	786.471	348.749	5.883	196.181	193.914	26.171	23.069	77192.101	80.991
551.332	23.180	175.996	786.962	349.054	5.885	196.237	193.938	26.093	23.144	77195.092	82.570
551.533	23.141	175.973	786.840	349.512	5.907	196.362	194.140	26.276	23.144	77188.389	81.704
551.732	23.174	176.149	787.240	348.906	5.930	195.896	193.770	26.052	23.144	77194.979	82.170
551.934	23.253	176.067	787.246	349.057	5.886	195.732	193.639	25.977	23.144	77197.146	80.942
552.133	23.183	176.328	787.995	348.751	5.882	195.993	193.680	26.004	23.144	77197.332	82.186
552.334	23.155	176.347	788.755	349.453	5.820	196.108	193.652	25.968	23.117	77189.909	81.929
552.534	23.100	176.386	789.055	349.581	5.847	196.042	193.700	26.012	23.030	77188.244	81.671
552.734	23.110	176.631	789.314	349.434	5.843	196.013	193.634	26.062	23.030	77197.639	82.307
552.935	23.166	176.610	788.809	349.085	5.828	195.873	193.543	26.077	23.076	77202.393	81.846
553.134	23.115	176.686	788.384	349.699	5.849	195.976	193.493	25.930	23.105	77194.720	81.265
553.334	23.154	176.830	788.350	349.646	5.852	196.038	193.616	25.757	23.106	77209.937	82.093
553.534	23.131	176.975	787.478	349.489	5.876	195.891	193.505	25.972	23.106	77203.816	81.210
553.734	23.191	177.077	787.871	348.855	5.837	195.985	193.560	25.894	23.106	77213.737	82.510
553.936	23.094	177.018	788.250	349.867	5.828	195.796	193.539	26.187	23.106	77209.743	81.709
554.135	23.063	177.305	788.561	349.365	5.813	195.848	193.459	25.867	23.030	77214.069	82.675
554.336	23.176	177.299	789.030	348.946	5.841	195.940	193.477	26.057	23.031	77216.098	81.156
554.535	23.174	177.452	789.384	349.044	5.842	195.685	193.521	25.839	23.030	77220.521	82.175
554.735	23.074	177.469	789.311	348.903	5.846	195.912	193.413	25.967	22.993	77212.646	81.260
554.936	23.144	177.624	788.606	349.664	5.859	195.716	193.409	25.935	22.993	77218.969	82.252
555.136	23.110	177.730	789.326	350.289	5.842	195.802	193.451	25.896	23.021	77213.026	80.980
555.336	23.195	177.816	788.793	349.578	5.848	195.787	193.421	26.020	23.069	77217.489	81.331
555.538	23.115	177.845	789.896	349.153	5.931	196.024	193.782	26.396	23.068	77213.374	81.402
555.737	23.157	178.038	789.482	349.151	5.895	195.862	193.593	26.213	23.037	77218.670	82.362
555.938	23.055	178.158	789.343	349.679	5.931	195.969	193.662	25.979	23.030	77213.123	81.649
556.137	23.210	178.132	789.540	349.612	5.850	195.619	193.244	25.863	23.031	77216.511	82.285
556.337	23.213	178.270	788.577	349.556	5.826	195.655	193.353	25.924	22.993	77212.597	82.505
556.539	23.281	178.320	789.079	349.787	5.856	195.506	193.106	25.899	22.993	77205.725	82.071
556.738	23.160	178.382	789.780	349.637	5.827	195.679	193.308	25.901	22.993	77206.266	81.358
556.939	23.214	178.503	789.597	349.605	5.839	195.771	193.377	25.836	22.955	77201.811	81.715
557.138	23.121	178.597	790.841	349.954	5.823	195.774	193.361	25.890	22.955	77198.666	81.046
557.338	23.129	178.682	791.482	349.784	5.853	195.746	193.361	25.762	22.954	77196.709	81.232
557.538	23.164	178.861	791.689	350.187	5.843	195.729	193.302	25.793	22.954	77200.566	82.417
557.738	23.166	178.799	792.418	349.703	5.860	195.649	193.291	25.839	22.954	77199.442	81.556
557.939	23.264	179.016	792.983	349.369	5.872	195.685	193.376	26.063	22.935	77204.512	81.655
