Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	Fuel Flow  (L/hr)	RPM	Thrust (N)
413.032	22.161	100.446	605.784	293.523	2.325	85.010	83.670	10.744	15.192	55451.425	46.384
413.232	22.168	100.416	606.197	293.688	2.349	85.042	83.727	10.854	15.192	55521.632	45.462
413.433	22.102	100.909	606.247	293.596	2.342	85.170	83.899	10.810	15.491	55522.594	46.109
413.632	22.181	100.750	606.077	293.933	2.357	85.254	83.850	10.739	15.495	55714.868	45.243
413.833	22.149	100.995	606.602	294.383	2.359	85.362	84.030	10.803	15.495	55718.102	46.400
414.033	22.168	101.095	607.193	294.270	2.362	85.392	84.026	10.690	15.040	55751.293	46.104
414.234	22.212	101.182	606.701	294.372	2.362	85.398	84.009	10.899	15.041	55878.018	45.583
414.434	22.098	101.536	608.082	294.218	2.363	85.367	83.975	10.832	14.923	55876.821	46.296
414.634	22.131	101.539	608.174	294.680	2.378	85.420	84.025	10.792	14.624	55995.048	45.194
414.835	22.252	101.481	608.705	293.965	2.376	85.339	83.964	10.902	14.625	56005.357	46.082
415.035	22.181	101.615	608.619	294.801	2.363	85.258	83.912	10.676	14.321	56000.311	45.298
415.236	22.130	101.622	608.807	294.568	2.369	85.190	83.908	10.740	14.284	56092.947	45.342
415.436	22.139	101.998	609.682	295.050	2.372	85.192	83.771	10.886	14.283	56097.063	46.367
415.636	22.164	102.149	609.037	295.355	2.374	85.186	83.862	10.885	14.435	56133.747	46.427
415.836	22.219	102.081	608.934	295.422	2.377	85.125	83.795	10.715	14.435	56162.200	45.172
416.036	22.180	102.287	609.338	295.605	2.372	85.051	83.696	10.748	14.451	56161.909	45.468
416.236	22.159	102.451	609.130	295.420	2.372	85.148	83.735	10.829	14.662	56201.600	45.007
416.436	22.196	102.403	609.069	295.598	2.379	85.053	83.674	10.643	14.662	56201.180	44.881
416.638	22.113	102.461	608.975	295.956	2.377	84.985	83.669	10.796	14.690	56205.069	45.446
416.837	22.140	102.619	609.612	296.021	2.379	84.953	83.679	10.765	14.700	56224.862	45.292
417.038	22.166	102.880	609.729	295.649	2.377	84.889	83.591	10.758	14.700	56228.452	45.040
417.238	22.234	102.824	609.853	295.950	2.395	84.927	83.564	10.623	14.512	56241.130	45.424
417.438	22.060	103.029	610.502	295.919	2.376	84.875	83.509	10.716	14.511	56237.524	46.011
417.639	22.229	103.054	610.956	295.351	2.384	84.791	83.554	10.624	14.511	56243.217	46.488
417.840	22.104	103.267	611.312	295.970	2.379	84.828	83.437	10.737	14.737	56244.454	45.956
418.041	22.175	103.227	611.887	296.098	2.373	84.835	83.463	10.720	14.738	56247.995	46.822
418.241	22.177	103.397	612.036	296.222	2.383	84.673	83.294	10.690	14.795	56246.928	45.506
418.441	22.139	103.316	611.525	296.359	2.386	84.699	83.264	10.785	14.888	56245.909	46.230
418.641	22.194	103.305	611.655	296.456	2.377	84.612	83.274	10.689	14.889	56242.917	45.226
418.843	22.157	103.405	612.039	296.277	2.379	84.617	83.182	10.561	14.999	56231.129	45.391
419.042	22.102	103.559	611.888	296.751	2.363	84.610	83.218	10.591	15.002	56229.633	45.117
419.243	22.182	103.625	611.535	296.852	2.362	84.630	83.267	10.579	15.003	56232.641	45.188
419.443	22.155	103.690	611.595	297.207	2.381	84.560	83.187	10.513	14.663	56221.248	46.345
419.643	22.181	103.754	612.264	296.916	2.374	84.594	83.236	10.677	14.662	56221.119	45.775
419.843	22.162	103.829	611.991	296.474	2.366	84.518	83.137	10.551	14.632	56208.780	44.788
420.043	22.057	104.003	613.056	297.226	2.368	84.605	83.184	10.742	14.510	56203.864	45.638
420.243	22.171	103.906	612.693	297.585	2.375	84.481	83.209	10.437	14.512	56208.028	45.599
420.444	22.159	104.033	613.545	296.773	2.392	84.481	83.104	10.606	14.687	56196.660	44.919
420.643	22.105	104.148	613.427	297.238	2.379	84.575	83.137	10.527	14.699	56196.644	45.824
420.843	22.130	104.099	613.526	296.955	2.357	85.004	83.707	10.741	14.700	56192.585	45.035
421.043	22.099	104.369	613.426	297.502	2.365	85.438	84.005	10.830	14.738	56185.179	45.435
421.243	22.103	104.419	614.162	297.641	2.339	85.908	84.636	10.979	14.737	56185.251	45.972
421.445	22.116	104.400	614.818	297.667	2.368	86.624	85.290	10.938	14.738	56227.555	46.241
421.645	22.119	104.464	614.837	297.835	2.371	87.402	86.042	11.135	14.889	56228.897	46.318
421.845	22.171	104.533	615.623	297.628	2.393	88.017	86.660	11.356	14.888	56234.177	47.760
422.046	22.075	104.603	615.739	298.345	2.428	88.098	86.747	11.170	15.057	56369.335	46.932
422.245	22.136	104.873	616.334	298.337	2.428	88.467	87.154	11.284	15.191	56373.086	47.376
422.445	22.184	104.888	616.687	298.397	2.438	88.657	87.312	11.228	15.192	56486.761	47.261
422.646	22.097	105.083	617.273	298.243	2.459	88.812	87.539	11.079	15.078	56568.020	47.667
422.845	22.168	104.951	616.923	298.844	2.458	89.064	87.755	11.098	15.078	56568.853	47.014
423.046	22.143	105.098	617.228	299.039	2.458	89.246	87.888	11.246	15.078	56756.122	46.647
423.247	22.119	105.410	617.953	299.032	2.479	89.416	88.025	11.223	15.116	56757.076	47.727
423.448	22.146	105.267	617.511	299.215	2.469	89.487	88.165	11.312	15.116	56782.367	46.970
423.648	22.099	105.559	617.903	299.078	2.478	89.561	88.261	11.200	15.058	56930.713	47.744
423.849	22.107	105.699	618.938	300.126	2.500	89.761	88.421	11.186	14.965	56930.244	47.831
424.049	22.116	105.865	619.158	299.845	2.485	89.730	88.327	11.144	14.964	57073.891	47.393
424.251	22.147	105.992	619.046	299.838	2.488	89.875	88.457	11.194	15.000	57087.305	48.056
424.451	22.269	106.035	619.583	299.545	2.499	89.915	88.595	11.224	15.002	57091.396	48.275
424.651	22.193	106.179	620.193	300.062	2.508	89.988	88.612	11.239	15.002	57221.864	48.248
424.851	22.097	106.243	620.067	300.419	2.509	90.081	88.792	11.223	14.813	57219.843	48.051
425.051	22.097	106.319	620.817	300.099	2.517	90.075	88.680	11.217	14.813	57268.445	47.754
425.252	22.172	106.453	621.439	299.951	2.507	90.134	88.749	11.192	14.865	57330.720	47.842
425.452	22.154	106.538	621.145	300.213	2.516	90.084	88.684	11.236	15.153	57329.474	48.023
425.653	22.083	106.776	621.830	300.209	2.506	90.221	88.797	11.237	15.153	57414.356	48.254
425.852	22.065	106.741	621.792	301.130	2.502	90.270	88.898	11.264	14.958	57411.259	47.151
426.054	22.183	106.820	621.088	301.190	2.509	90.168	88.841	11.209	14.927	57420.445	47.705
426.253	22.136	107.022	623.047	300.341	2.510	90.148	88.790	11.244	14.927	57490.748	48.051
426.454	22.210	107.061	622.996	300.521	2.511	90.193	88.805	11.334	14.965	57491.613	47.941
426.655	22.205	107.155	623.355	300.470	2.504	90.135	88.761	11.270	14.965	57537.547	47.393
426.855	22.168	107.280	622.754	300.609	2.497	90.101	88.747	11.305	14.966	57545.285	47.223
427.057	22.139	107.414	622.732	301.826	2.507	90.137	88.719	11.367	15.040	57544.412	47.195
427.257	22.183	107.528	623.109	301.192	2.510	90.101	88.809	11.419	15.040	57587.589	47.837
427.459	22.168	107.589	623.397	300.958	2.519	90.097	88.706	11.305	15.040	57583.287	47.042
427.658	22.134	107.766	623.797	301.343	2.517	90.052	88.679	11.340	15.040	57594.057	47.552
427.860	22.177	107.755	623.013	301.544	2.513	89.973	88.583	11.317	15.040	57614.319	47.453
428.059	22.175	107.888	623.421	301.296	2.498	90.018	88.644	11.285	14.927	57608.870	46.970
428.261	22.088	108.081	623.430	301.825	2.502	90.091	88.833	11.170	14.926	57624.871	47.398
428.461	22.239	108.063	623.918	301.739	2.522	90.019	88.660	11.209	14.927	57625.510	47.107
428.660	22.167	108.089	623.932	302.173	2.510	90.184	88.886	11.198	15.002	57626.278	46.652
428.860	22.121	108.304	624.396	301.448	2.498	90.172	88.875	11.173	15.002	57643.047	47.935
429.060	22.230	108.359	624.466	301.964	2.499	90.137	88.829	11.214	15.376	57645.198	47.705
429.260	22.199	108.316	625.190	301.919	2.501	90.244	88.949	11.147	15.835	57652.669	46.784
429.460	22.241	108.591	625.699	301.768	2.513	90.161	88.741	11.220	15.835	57664.029	47.831
429.660	22.230	108.528	626.504	302.437	2.509	90.219	88.883	11.193	15.243	57660.391	46.976
429.860	22.211	108.757	627.012	302.814	2.501	90.328	88.972	11.297	15.230	57682.658	48.078
430.060	22.153	108.705	627.585	302.270	2.504	90.201	88.838	11.199	15.230	57675.211	46.959
430.262	22.235	108.766	627.762	302.142	2.520	90.242	88.870	11.266	15.154	57682.092	46.833
430.462	22.270	108.860	628.706	302.449	2.505	90.337	89.019	11.254	15.154	57698.360	47.053
430.662	22.136	108.982	628.499	302.345	2.513	90.346	89.026	11.353	15.085	57695.514	47.574
430.862	22.252	109.001	629.237	302.528	2.492	90.373	88.872	11.261	14.889	57714.208	47.700
431.064	22.262	109.061	628.839	302.396	2.512	90.303	88.986	11.308	14.889	57712.211	47.201
431.264	22.179	109.194	628.732	302.827	2.501	90.376	89.012	11.224	14.725	57713.739	47.716
431.464	22.134	109.307	629.556	302.694	2.501	90.169	88.740	11.296	14.700	57724.048	47.157
431.666	22.179	109.435	629.598	302.942	2.501	90.175	88.844	11.142	14.700	57728.366	47.946
431.866	22.266	109.530	628.698	303.098	2.501	90.071	88.697	11.181	14.889	57731.002	47.623
432.065	22.221	109.504	628.754	302.681	2.496	90.109	88.753	11.355	14.889	57730.144	46.806
432.266	22.239	109.481	628.027	302.689	2.491	90.352	88.950	11.370	14.909	57730.581	47.272
432.467	22.230	109.635	627.484	302.174	2.491	90.807	89.466	11.314	15.041	57732.408	47.524
432.668	22.168	109.680	627.633	302.373	2.520	91.111	89.834	11.466	15.040	57728.932	47.261
432.869	22.190	109.865	628.127	302.439	2.513	91.590	90.183	11.419	15.067	57739.443	48.226
433.070	22.174	109.825	628.895	302.962	2.532	92.181	90.711	11.565	15.078	57771.858	47.903
433.269	22.248	109.949	629.570	303.354	2.545	92.861	91.524	11.892	15.078	57776.014	48.528
433.470	22.309	110.024	629.748	302.873	2.550	93.945	92.668	12.065	15.343	57871.965	49.016
433.671	22.270	110.103	630.470	302.643	2.566	95.006	93.685	12.030	15.343	57879.048	49.948
433.870	22.319	110.093	631.359	302.718	2.603	96.106	94.665	12.235	15.343	57880.438	49.860
434.071	22.251	110.185	632.539	303.441	2.620	96.894	95.515	12.214	15.835	58089.692	49.350
434.271	22.259	110.476	633.901	303.631	2.658	97.844	96.439	12.471	15.835	58089.085	50.047
434.471	22.300	110.427	634.797	303.656	2.674	98.846	97.499	12.526	16.018	58237.349	50.332
434.671	22.282	110.553	636.382	303.785	2.721	99.864	98.537	12.577	16.251	58392.422	49.613
434.872	22.243	110.822	637.236	304.222	2.744	100.992	99.622	12.765	16.251	58394.435	50.699
435.072	22.166	110.666	638.964	304.766	2.802	101.943	100.621	13.102	15.992	58771.447	50.880
435.272	22.282	110.900	640.350	304.791	2.839	103.063	101.774	13.120	15.987	58771.123	51.385
435.474	22.316	111.033	641.460	305.198	2.852	104.149	102.591	13.244	15.987	58798.881	51.226
435.673	22.251	111.204	642.874	305.533	2.867	105.081	103.601	13.397	15.949	59194.279	50.502
435.874	22.327	111.326	643.939	305.412	2.933	105.792	104.399	13.544	15.949	59201.467	51.226
436.074	22.246	111.459	645.197	306.404	2.942	106.750	105.267	13.583	15.964	59562.252	50.568
436.275	22.272	111.583	645.800	305.849	2.947	107.824	106.218	13.913	16.025	59653.424	52.163
436.476	22.286	111.718	646.968	306.231	2.990	108.844	107.328	14.049	16.025	59653.416	51.719
436.676	22.185	111.812	646.712	306.794	3.005	110.161	108.639	14.130	16.292	60111.493	50.952
436.878	22.278	111.972	647.131	306.460	3.060	111.472	109.884	14.345	16.365	60119.360	52.158
437.078	22.281	112.286	647.491	307.255	3.071	112.428	110.886	14.530	16.365	60307.794	52.070
437.279	22.239	112.594	647.803	307.319	3.127	113.565	112.078	14.739	16.478	60625.393	53.227
437.479	22.275	112.720	648.007	307.660	3.162	114.416	112.910	14.885	16.479	60625.045	52.624
437.679	22.180	113.017	648.392	307.940	3.191	115.426	113.840	14.729	16.479	61162.005	53.732
437.879	22.217	113.220	649.227	308.226	3.214	116.028	114.488	15.058	16.479	61161.132	52.931
438.079	22.243	113.386	648.953	308.583	3.259	116.946	115.213	15.011	16.479	61162.045	53.249
438.280	22.109	113.814	649.796	308.462	3.252	117.297	115.647	15.186	16.720	61695.787	54.225
438.479	22.235	114.188	650.162	308.223	3.266	117.921	116.280	14.985	16.971	61699.231	54.192
438.679	22.208	114.112	649.865	309.412	3.279	118.755	117.020	15.171	16.971	62040.141	53.792
438.881	22.075	114.511	650.268	309.573	3.304	119.199	117.377	15.290	16.635	62194.615	54.390
439.080	22.103	114.337	650.479	309.627	3.329	119.654	117.839	15.301	16.630	62193.580	54.121
439.280	22.090	115.289	649.971	309.573	3.340	120.247	118.497	15.353	16.630	62645.763	55.229
439.482	22.184	115.191	650.196	309.843	3.367	120.675	118.794	15.302	16.441	62647.704	54.401
439.682	22.065	115.497	650.450	310.132	3.380	120.898	119.063	15.309	16.440	62750.164	55.207
439.884	22.026	115.407	650.175	310.044	3.424	121.319	119.390	15.554	16.527	63049.425	54.516
440.083	22.052	115.655	649.957	310.581	3.386	121.348	119.489	15.426	16.932	63050.331	54.489
440.285	22.059	116.157	649.837	310.534	3.380	121.471	119.663	15.347	16.933	63391.014	54.593
440.485	22.051	116.392	649.637	310.712	3.395	121.489	119.616	15.363	16.961	63397.095	54.225
440.685	21.974	116.624	649.331	310.460	3.407	121.585	119.703	15.301	16.970	63397.087	55.048
440.886	22.122	117.036	648.746	310.753	3.404	121.582	119.656	15.347	16.971	63685.618	55.158
441.085	22.105	117.098	648.917	311.120	3.411	121.687	119.772	15.461	17.122	63685.061	54.850
441.285	22.099	117.447	648.201	310.951	3.368	121.763	119.910	15.409	17.122	63806.796	54.308
441.485	22.110	117.670	648.082	310.413	3.400	121.806	119.850	15.362	17.122	63905.294	54.609
441.685	22.001	117.903	647.616	311.406	3.401	121.835	119.876	15.430	17.160	63902.189	54.708
441.885	21.975	117.894	647.250	311.219	3.415	121.919	119.954	15.196	17.160	64075.810	55.432
442.086	22.019	118.084	646.604	311.265	3.437	121.968	119.974	15.293	16.997	64074.330	54.604
442.286	21.985	118.563	647.263	311.730	3.440	121.929	119.954	15.454	16.819	64094.188	55.432
442.486	22.102	118.611	646.710	311.016	3.431	121.826	119.895	15.361	16.819	64213.846	55.525
442.686	22.026	118.781	646.495	311.915	3.441	121.677	119.753	15.300	16.264	64210.919	54.576
442.887	22.000	119.087	645.187	311.153	3.421	121.535	119.709	15.502	16.251	64296.609	55.711
443.087	22.104	119.220	644.941	311.045	3.407	121.534	119.693	15.193	16.252	64310.500	55.415
443.287	21.997	119.630	644.685	311.808	3.413	121.458	119.574	15.268	16.402	64308.398	55.180
443.488	22.045	119.562	643.406	311.715	3.391	121.589	119.623	15.279	16.403	64373.147	55.130
443.687	21.967	119.742	643.396	311.929	3.389	121.407	119.541	15.080	16.449	64376.090	55.657
443.888	22.094	119.922	642.054	311.761	3.372	121.480	119.667	15.312	16.555	64399.870	55.245
444.088	22.007	120.208	642.238	311.539	3.399	121.541	119.657	15.280	16.554	64422.832	54.500
444.289	22.016	120.472	642.652	311.973	3.404	121.532	119.664	15.306	16.368	64428.727	55.624
444.489	22.014	120.624	641.357	311.892	3.404	121.601	119.734	15.209	16.327	64463.042	54.659
444.690	22.001	120.543	642.140	312.143	3.402	121.473	119.596	15.299	16.327	64465.144	54.593
444.890	22.108	120.842	641.275	312.537	3.403	121.517	119.579	15.275	16.668	64471.426	55.020
445.089	21.996	121.118	641.938	312.155	3.420	121.469	119.607	15.216	16.667	64495.327	55.794
445.290	21.978	121.326	641.783	312.761	3.444	121.578	119.621	15.205	16.668	64493.168	54.878
445.490	22.030	121.474	641.598	312.450	3.434	121.514	119.617	15.230	16.441	64508.951	54.883
445.690	21.931	121.387	642.048	312.364	3.433	121.494	119.487	15.330	16.441	64509.841	54.856
445.890	22.116	121.728	642.004	312.571	3.435	121.464	119.517	15.297	16.487	64516.665	55.503
446.091	22.022	121.675	641.319	312.466	3.451	121.322	119.333	15.299	16.517	64524.160	54.785
446.290	21.940	122.067	641.157	312.641	3.455	121.276	119.431	15.464	16.517	64522.503	55.443
446.491	21.984	122.017	641.190	312.543	3.431	121.363	119.460	15.141	16.591	64525.672	56.375
446.691	21.946	122.319	641.566	312.998	3.435	121.136	119.339	15.299	16.592	64517.951	55.245
446.891	21.901	122.460	641.382	313.402	3.421	121.193	119.223	15.402	16.592	64518.848	55.640
447.091	22.053	122.364	640.888	312.427	3.431	121.110	119.276	15.198	16.668	64515.678	55.278
447.293	22.022	122.767	641.065	312.772	3.409	120.961	119.140	15.260	16.667	64515.953	55.525
447.494	22.028	122.443	640.364	312.706	3.416	121.102	119.079	15.309	16.698	64511.086	54.560
447.694	22.011	122.828	640.866	312.354	3.384	121.045	119.183	15.064	16.819	64501.585	54.807
447.894	21.978	123.033	640.575	312.827	3.409	120.999	119.091	14.885	16.819	64506.865	55.931
448.096	22.108	123.017	640.859	312.617	3.393	121.020	119.131	14.974	16.613	64501.351	54.840
448.296	21.998	123.516	640.713	313.416	3.407	120.861	118.952	15.233	16.554	64495.295	55.136
448.497	22.075	123.643	640.895	313.011	3.388	120.865	118.953	15.139	16.554	64495.554	55.783
448.697	21.977	123.638	641.275	313.737	3.388	121.659	119.844	15.328	16.440	64484.622	55.711
448.897	22.103	123.720	641.356	313.295	3.384	123.112	121.163	15.628	16.441	64488.091	56.600
449.097	22.081	123.849	641.606	312.565	3.401	124.703	122.942	15.846	16.442	64494.042	56.271
449.297	21.995	123.970	642.534	313.472	3.428	127.166	125.410	16.095	16.554	64537.113	57.411
449.498	22.105	124.067	643.833	314.042	3.513	129.610	127.775	16.649	16.555	64544.277	58.760
449.698	22.008	124.301	646.540	314.210	3.588	131.923	130.030	16.990	16.796	64789.754	59.495
449.899	22.179	124.441	648.499	314.926	3.669	133.540	131.772	17.014	17.161	64802.917	60.274
450.099	22.257	124.621	651.324	314.340	3.750	134.809	132.954	17.519	17.161	64802.262	60.554
450.300	22.161	124.795	654.513	314.981	3.799	135.705	133.721	17.547	17.646	65273.179	61.014
450.500	22.080	125.117	656.918	314.968	3.829	136.455	134.502	17.685	17.653	65271.513	61.513
450.702	22.016	125.337	660.344	315.168	3.852	137.051	135.088	17.671	17.652	65567.379	61.930
450.902	22.042	125.549	662.939	315.159	3.856	137.534	135.650	17.886	17.994	65778.621	61.952
451.103	22.119	125.632	665.553	315.995	3.875	137.935	136.035	17.676	17.994	65778.678	61.628
451.302	22.024	126.113	668.221	315.284	3.902	138.339	136.305	17.810	17.989	66230.440	61.919
451.502	22.163	126.221	669.515	315.542	3.889	138.580	136.587	17.952	17.918	66235.235	62.259
451.703	22.047	126.409	672.480	315.946	3.915	138.787	136.840	17.939	17.918	66268.079	61.809
451.904	22.158	126.775	675.001	315.687	3.938	139.047	136.937	17.965	17.982	66623.065	62.446
452.103	22.158	126.911	676.681	315.292	3.939	139.191	137.084	18.017	18.032	66623.995	62.566
452.304	22.017	127.321	679.924	315.509	3.933	139.276	137.229	17.970	18.032	66904.676	62.912
452.506	22.022	127.438	681.781	316.010	3.935	139.385	137.361	18.066	18.069	66943.382	61.771
452.706	21.973	127.887	684.028	316.138	3.956	139.452	137.408	18.104	18.069	66944.627	62.769
452.907	22.004	128.124	686.158	316.191	3.953	139.560	137.409	18.092	18.069	67207.762	63.142
453.107	22.013	128.352	688.567	316.002	3.934	139.459	137.437	18.254	17.842	67205.336	62.122
453.308	21.921	128.644	688.832	315.398	3.940	139.713	137.562	18.064	17.842	67290.340	62.149
453.508	22.071	128.837	691.542	315.596	3.953	139.589	137.548	18.223	17.867	67407.507	63.328
453.709	22.007	129.248	692.937	316.272	3.980	139.478	137.338	18.237	17.918	67406.812	63.614
453.910	21.994	129.465	693.990	315.964	3.950	139.431	137.302	18.105	17.918	67557.906	63.586
454.111	21.944	129.668	695.785	315.640	3.949	139.321	137.321	18.091	17.814	67556.612	63.224
454.312	21.941	129.867	697.035	315.959	3.938	139.351	137.399	18.059	17.805	67563.291	63.493
454.512	21.977	129.976	697.723	316.308	3.935	139.365	137.381	18.040	17.805	67663.802	62.572
454.712	21.900	130.400	700.174	316.367	3.937	139.461	137.352	18.099	17.918	67664.724	62.895
454.913	22.042	130.402	701.336	315.903	3.907	139.349	137.342	17.786	17.919	67731.712	62.325
455.112	22.040	130.721	702.475	316.025	3.911	139.199	137.099	18.127	17.918	67754.182	63.378
455.312	22.009	130.849	704.219	316.072	3.940	139.303	137.236	18.075	17.653	67754.869	63.455
455.512	21.907	130.994	704.342	316.463	3.910	139.104	137.048	18.085	17.653	67812.778	62.374
455.713	21.865	131.323	704.926	316.397	3.913	139.226	137.124	18.137	17.719	67814.298	63.082
455.912	21.924	131.524	705.881	315.894	3.902	139.211	137.153	17.993	17.804	67831.156	63.241
456.113	21.901	131.520	706.370	316.192	3.906	139.201	137.222	17.689	17.805	67858.315	63.010
456.313	21.972	131.888	707.130	316.171	3.920	139.065	137.006	18.189	17.732	67861.590	62.775
456.513	21.992	132.099	708.342	316.465	3.934	138.921	136.981	18.144	17.729	67898.808	63.301
456.714	21.860	132.289	709.069	316.745	3.902	139.072	137.038	17.882	17.729	67894.571	63.142
456.915	21.952	132.365	709.900	316.663	3.936	139.127	137.100	18.228	17.767	67895.388	62.478
457.114	21.829	132.612	711.762	317.085	3.931	139.128	137.043	18.165	17.766	67923.946	62.742
457.315	21.891	132.821	712.670	316.911	3.952	138.958	137.028	18.063	17.756	67921.334	62.670
457.515	21.920	132.957	713.079	317.092	3.957	139.170	137.101	18.182	17.653	67937.117	63.219
457.715	21.889	133.223	714.240	317.393	3.948	139.168	137.134	17.919	17.652	67939.769	62.402
457.916	21.901	133.252	715.232	317.137	3.954	139.166	137.104	18.000	17.587	67939.114	62.149
458.115	21.957	133.364	715.834	317.559	3.934	138.959	136.900	18.029	17.540	67951.687	62.155
458.316	21.932	133.745	716.746	316.865	3.944	138.980	136.994	18.102	17.539	67955.641	62.917
458.516	21.969	133.744	717.233	317.591	3.941	138.967	136.928	18.058	17.803	67957.929	62.407
458.718	21.848	133.879	716.977	317.799	3.928	138.943	136.952	17.977	17.805	67957.889	62.736
458.917	21.868	134.114	717.727	317.952	3.946	138.989	137.032	17.909	17.803	67961.212	63.674
459.117	21.865	134.116	718.531	317.725	3.960	138.789	136.808	17.787	17.729	67953.684	62.303
459.318	21.853	134.332	719.396	317.355	3.954	138.831	136.855	18.037	17.729	67954.218	62.692
459.519	21.906	134.521	720.186	317.914	3.929	138.751	136.740	17.977	17.686	67960.840	62.999
459.718	21.895	134.532	721.111	317.385	3.958	138.713	136.780	17.888	17.539	67957.056	62.204
459.919	21.945	134.856	721.434	318.093	3.938	138.812	136.822	17.866	17.540	67960.807	63.120
460.118	21.929	134.864	722.143	317.603	3.964	138.851	136.785	18.160	17.567	67956.983	62.462
460.319	21.903	135.211	722.446	318.578	3.934	138.856	136.877	17.866	17.577	67955.673	63.345
460.519	21.974	135.189	723.167	318.396	3.930	138.732	136.746	17.894	17.577	67957.961	62.923
460.718	21.849	135.403	724.168	318.359	3.922	138.872	136.804	17.849	17.690	67953.094	62.764
460.918	21.941	135.435	724.634	318.817	3.954	138.692	136.753	17.826	17.690	67951.857	62.012
461.119	21.859	135.510	725.031	318.444	3.936	138.561	136.596	18.028	17.691	67954.315	62.073
461.320	21.917	135.688	724.971	318.817	3.960	138.453	136.508	17.723	17.690	67951.291	62.171
461.520	21.976	135.877	724.374	318.949	3.960	138.528	136.601	17.792	17.691	67955.107	62.659
461.720	21.867	136.051	725.048	318.171	3.920	138.302	136.331	17.934	17.690	67942.906	63.109
461.920	21.907	136.141	724.655	319.036	3.920	138.446	136.462	17.842	17.691	67941.313	63.054
462.120	21.896	136.085	724.189	319.225	3.900	138.625	136.651	17.943	17.691	67939.923	62.111
462.321	21.855	136.355	724.385	319.684	3.929	138.573	136.503	17.771	17.661	67932.953	63.076
462.520	21.893	136.443	724.480	319.476	3.931	138.445	136.520	18.164	17.653	67933.551	62.605
462.722	21.884	136.511	724.392	319.865	3.921	138.519	136.552	17.857	17.653	67930.422	61.634
462.921	21.864	136.577	723.988	319.177	3.941	138.301	136.409	17.870	17.615	67927.164	62.144
463.121	21.855	136.656	723.715	319.851	3.927	138.246	136.227	17.955	17.615	67929.331	61.864
463.321	21.801	136.990	722.688	319.932	3.894	138.467	136.467	17.729	17.615	67922.345	63.597
463.523	21.939	137.060	722.677	320.274	3.922	138.396	136.375	17.735	17.426	67925.918	63.339
463.722	21.918	136.944	723.279	319.858	3.926	138.579	136.535	17.818	17.426	67922.345	62.413
463.922	21.907	137.243	722.769	319.807	3.928	138.409	136.383	17.904	17.426	67921.391	63.060
464.122	21.899	137.370	722.645	320.530	3.936	138.438	136.432	18.003	17.425	67920.210	62.923
464.322	21.849	137.427	722.261	320.453	3.904	138.278	136.310	18.047	17.425	67913.345	62.380
464.522	21.997	137.461	722.635	320.289	3.915	138.273	136.358	17.844	17.458	67916.151	62.857
464.722	21.873	137.534	722.327	320.732	3.901	138.251	136.320	17.998	17.462	67912.205	62.100
464.922	22.010	137.728	722.347	320.671	3.899	138.366	136.356	17.844	17.463	67911.575	62.813
465.122	21.873	137.832	722.306	320.440	3.903	138.424	136.415	17.803	17.500	67908.971	63.252
465.322	21.839	137.891	722.874	321.071	3.920	138.322	136.425	17.869	17.501	67905.818	62.637
465.523	21.933	137.893	722.726	320.666	3.937	138.537	136.513	17.804	17.502	67906.319	62.572
465.722	21.904	138.177	723.274	321.205	3.940	138.316	136.264	17.946	17.501	67902.196	62.829
465.923	22.022	138.125	723.619	320.213	3.917	138.283	136.324	17.755	17.501	67906.643	62.550
466.122	21.858	138.301	723.355	320.746	3.927	138.320	136.307	17.883	17.544	67903.020	62.489
466.324	21.962	138.354	723.950	320.667	3.926	138.233	136.220	17.878	17.615	67906.602	63.356
466.524	21.949	138.408	723.672	321.451	3.938	137.884	135.918	17.931	17.615	67896.673	61.925
466.725	21.851	138.509	724.138	321.220	3.869	138.990	137.047	17.920	17.685	67896.746	62.857
466.924	21.858	138.691	724.059	320.955	3.862	142.294	140.372	18.850	17.690	67903.902	64.666
467.124	21.888	138.677	724.540	320.826	3.919	146.475	144.562	19.436	17.690	67903.239	64.431
467.324	21.944	138.700	726.151	321.511	4.092	152.587	150.698	20.189	18.372	67906.311	65.834
467.526	21.883	138.843	729.724	321.227	4.261	158.142	156.210	21.159	18.372	68204.942	68.253
467.725	21.846	139.113	732.732	322.305	4.450	162.681	160.763	21.682	18.372	68203.866	70.655
467.925	21.942	139.399	736.125	322.750	4.617	166.331	164.217	22.500	19.886	68278.059	72.569
468.125	21.868	139.644	740.121	324.148	4.754	169.361	167.236	22.936	19.886	68977.368	73.835
468.325	21.929	139.927	743.446	324.360	4.870	172.494	170.160	23.344	19.922	68982.082	75.799
468.525	21.894	140.176	746.799	325.031	4.975	174.608	172.321	23.921	22.195	69791.241	74.800
468.725	21.947	140.517	749.302	325.950	5.069	176.676	174.410	24.044	22.197	69960.600	76.352
468.926	21.962	140.884	750.731	326.336	5.164	177.722	175.393	23.928	22.205	69964.465	77.663
469.128	21.904	141.307	752.881	326.673	5.222	178.920	176.560	24.306	22.385	70940.291	77.438
469.328	21.859	141.802	754.318	327.399	5.257	179.840	177.452	23.898	22.386	70941.536	78.628
469.528	21.819	142.218	755.181	326.985	5.315	180.555	178.158	24.314	22.386	71292.464	79.999
