Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	Fuel Flow  (L/hr)	RPM	Thrust (N)
356.341	22.418	81.197	597.933	292.166	1.414	51.082	50.337	6.980	12.128	45299.678	32.334
356.541	22.457	81.345	597.638	292.515	1.425	51.061	50.313	6.970	12.128	45339.047	33.217
356.741	22.540	81.208	597.611	292.833	1.419	51.269	50.546	6.984	12.091	45338.594	32.893
356.943	22.489	81.442	598.055	292.892	1.432	51.279	50.567	6.933	12.090	45352.946	33.442
357.142	22.506	81.456	597.975	293.266	1.426	51.447	50.654	6.870	12.091	45396.624	33.798
357.342	22.623	81.431	597.765	293.072	1.440	51.568	50.856	6.932	12.128	45398.233	33.107
357.542	22.475	81.594	598.257	293.719	1.428	51.763	51.053	7.147	12.128	45461.874	33.760
357.742	22.583	81.496	598.196	293.639	1.437	51.805	51.053	7.015	12.312	45466.555	33.201
357.942	22.573	81.637	598.426	293.887	1.447	52.060	51.283	7.004	12.507	45467.873	34.012
358.142	22.530	81.742	598.712	293.499	1.433	52.339	51.490	7.201	12.507	45552.771	33.968
358.342	22.567	81.645	599.035	293.908	1.441	52.446	51.689	7.137	12.507	45553.273	33.535
358.542	22.479	81.805	598.669	294.066	1.459	52.407	51.587	7.135	12.506	45607.001	33.705
358.742	22.481	81.798	599.270	293.552	1.442	52.705	51.880	7.121	12.506	45652.247	33.705
358.942	22.535	81.897	599.139	294.242	1.459	52.795	51.984	7.136	12.280	45652.466	33.870
359.142	22.507	81.718	599.575	294.371	1.462	52.985	52.204	7.228	12.280	45758.168	32.745
359.342	22.574	81.879	599.379	294.747	1.461	53.195	52.371	7.282	12.345	45764.030	34.007
359.543	22.546	81.868	600.171	294.485	1.468	53.256	52.491	7.145	12.507	45764.014	33.387
359.743	22.521	82.075	600.261	295.121	1.468	53.479	52.701	7.334	12.506	45886.461	34.160
359.943	22.579	82.021	600.572	294.680	1.469	53.700	52.942	7.298	12.676	45888.539	33.700
360.144	22.484	82.104	601.220	294.564	1.476	53.876	53.002	7.293	12.696	45986.252	33.519
360.344	22.573	82.219	601.555	294.500	1.492	53.886	53.060	7.324	12.696	46019.872	34.396
360.544	22.562	82.183	600.877	294.943	1.512	53.698	52.837	7.225	12.356	46018.101	33.601
360.745	22.551	82.175	600.635	295.282	1.498	53.713	52.976	7.245	12.356	46156.509	33.310
360.945	22.563	82.228	600.359	295.158	1.508	53.741	52.888	7.209	12.321	46159.541	33.727
361.144	22.469	82.225	600.090	295.219	1.495	53.886	53.118	7.354	12.053	46184.574	33.365
361.344	22.409	82.282	600.298	295.158	1.496	53.835	53.024	7.368	12.053	46258.621	33.349
361.546	22.405	82.445	600.024	294.642	1.508	53.724	52.855	7.237	11.998	46261.500	34.511
361.745	22.408	82.478	599.711	295.525	1.481	53.849	52.952	7.339	11.976	46337.641	33.848
361.946	22.495	82.605	599.699	295.051	1.494	53.740	52.886	7.248	11.977	46345.541	34.363
362.147	22.542	82.548	599.572	295.263	1.493	53.759	52.921	7.328	11.901	46342.622	33.387
362.346	22.438	82.716	599.805	295.008	1.487	53.685	52.799	7.265	11.901	46400.692	33.957
362.548	22.460	82.781	598.889	295.452	1.487	53.653	52.763	7.151	11.901	46403.570	34.363
362.748	22.442	82.758	598.368	294.773	1.506	53.394	52.530	7.045	11.938	46422.151	34.105
362.947	22.458	82.879	598.279	294.340	1.500	53.432	52.615	7.249	11.939	46438.540	34.434
363.147	22.453	82.944	598.366	295.132	1.478	53.367	52.539	7.139	12.012	46437.352	34.314
363.347	22.477	82.850	596.898	295.391	1.490	53.302	52.435	7.202	12.053	46441.791	32.998
363.548	22.465	83.038	597.276	295.105	1.492	53.099	52.256	7.084	12.052	46444.079	34.155
363.748	22.538	82.862	596.393	295.017	1.484	53.118	52.298	7.026	12.015	46441.556	33.195
363.948	22.448	82.954	596.534	295.167	1.495	53.043	52.136	7.087	12.015	46428.676	32.373
364.149	22.515	82.975	596.050	294.944	1.493	52.924	52.132	7.095	12.015	46429.436	32.543
364.349	22.583	83.120	595.661	294.414	1.489	52.941	52.102	7.112	11.977	46410.872	33.469
364.550	22.488	83.302	595.413	294.582	1.486	52.909	52.066	7.169	11.976	46405.818	33.716
364.752	22.563	83.143	594.815	294.306	1.489	52.760	51.924	7.080	12.034	46405.948	32.778
364.952	22.581	83.229	594.381	294.504	1.495	52.602	51.723	7.037	12.128	46374.543	33.458
365.152	22.486	83.401	594.224	294.340	1.466	52.747	51.924	7.159	12.128	46369.765	33.837
365.352	22.464	83.330	593.634	294.357	1.479	52.654	51.835	7.077	11.982	46347.805	33.913
365.552	22.420	83.382	593.121	294.226	1.486	52.437	51.635	6.974	11.976	46326.499	33.601
365.752	22.452	83.457	593.081	294.285	1.474	52.463	51.635	7.063	11.977	46327.332	33.157
365.953	22.531	83.336	592.035	294.659	1.462	52.405	51.677	6.978	12.015	46282.013	32.570
366.153	22.474	83.541	592.045	293.842	1.469	52.374	51.563	7.030	12.015	46283.638	34.001
366.354	22.513	83.598	591.100	294.297	1.459	52.285	51.475	7.006	11.961	46282.045	33.573
366.555	22.429	83.616	590.943	294.527	1.469	52.097	51.242	6.924	11.750	46231.794	33.140
366.754	22.584	83.555	590.996	294.667	1.470	52.222	51.451	7.018	11.750	46234.057	33.530
366.954	22.589	83.535	590.309	294.167	1.469	52.182	51.352	6.984	11.961	46199.670	33.118
367.154	22.452	83.631	590.300	294.149	1.454	52.313	51.505	7.111	12.015	46187.048	33.190
367.355	22.532	83.566	589.202	293.230	1.438	52.367	51.563	7.069	12.015	46191.358	33.299
367.554	22.441	83.680	589.979	294.180	1.463	52.300	51.447	7.079	12.317	46150.671	33.151
367.755	22.417	83.671	589.803	294.318	1.452	52.622	51.769	7.113	12.317	46149.111	33.349
367.955	22.472	83.792	589.395	293.959	1.453	52.738	51.900	7.156	12.322	46146.047	33.787
368.156	22.508	83.754	589.953	294.180	1.471	52.879	52.117	7.201	12.356	46138.228	34.111
368.356	22.441	83.781	590.518	294.058	1.446	53.064	52.221	7.293	12.355	46134.420	33.535
368.557	22.552	83.738	590.559	293.725	1.469	53.106	52.357	7.199	12.591	46164.037	33.798
368.757	22.448	83.832	591.992	293.834	1.454	53.461	52.613	7.229	12.734	46159.153	33.754
368.957	22.547	83.948	591.985	294.361	1.465	53.672	52.869	7.318	12.734	46161.999	33.875
369.157	22.554	83.853	593.227	294.351	1.467	54.073	53.254	7.263	12.696	46215.857	33.332
369.357	22.584	84.030	593.718	294.579	1.482	54.212	53.325	7.417	12.696	46221.096	34.495
369.557	22.572	84.003	594.822	294.545	1.468	54.615	53.782	7.495	12.697	46288.877	34.572
369.758	22.517	84.065	596.072	294.057	1.519	54.314	53.492	7.284	12.734	46322.319	34.561
369.959	22.602	84.014	596.486	294.430	1.498	54.675	53.807	7.421	12.735	46322.950	33.902
370.159	22.558	84.011	597.280	294.757	1.520	54.726	53.848	7.462	12.606	46452.124	33.420
370.360	22.585	84.153	597.078	294.001	1.527	54.754	53.950	7.510	12.469	46457.638	34.352
370.560	22.598	84.128	597.863	294.406	1.515	54.848	53.946	7.441	12.469	46485.542	34.555
370.760	22.545	84.269	598.044	294.853	1.527	55.004	54.192	7.453	12.544	46579.641	34.423
370.961	22.613	84.303	598.680	294.531	1.515	54.911	54.026	7.373	12.545	46582.099	34.895
371.161	22.624	84.226	598.215	294.323	1.500	55.056	54.216	7.532	12.546	46690.938	34.094
371.362	22.509	84.381	598.513	293.464	1.507	55.095	54.160	7.467	12.885	46691.642	34.736
371.563	22.525	84.387	598.199	294.532	1.528	55.051	54.184	7.511	12.885	46689.596	33.908
371.763	22.518	84.424	598.891	294.752	1.529	55.152	54.229	7.421	12.761	46787.398	33.804
371.963	22.478	84.488	598.844	294.331	1.539	55.105	54.223	7.483	12.506	46790.762	34.692
372.164	22.478	84.508	598.293	294.305	1.531	55.132	54.274	7.506	12.506	46833.825	34.292
372.363	22.453	84.578	598.702	294.528	1.534	55.220	54.299	7.456	12.193	46871.650	34.275
372.563	22.495	84.670	598.705	294.183	1.525	55.172	54.188	7.426	12.166	46871.690	34.659
372.763	22.564	84.585	597.667	294.581	1.536	55.040	54.159	7.384	12.166	46929.121	33.842
372.963	22.504	84.597	597.564	294.572	1.530	55.152	54.230	7.481	12.318	46930.027	33.239
373.164	22.523	84.644	596.852	294.237	1.529	55.033	54.121	7.450	12.318	46931.571	33.321
373.364	22.550	84.688	596.000	294.221	1.524	55.151	54.245	7.483	12.341	46972.452	33.765
373.565	22.589	84.787	595.939	293.661	1.539	55.120	54.213	7.439	12.431	46974.821	34.029
373.764	22.501	84.898	596.149	294.338	1.533	55.214	54.295	7.454	12.431	47000.517	34.961
373.964	22.526	84.849	595.939	294.325	1.535	55.262	54.376	7.547	12.654	47004.317	33.782
374.164	22.590	84.957	595.975	293.743	1.525	55.269	54.319	7.408	12.735	47009.758	34.944
374.364	22.557	84.885	595.133	293.838	1.531	55.299	54.463	7.529	12.735	47036.837	34.391
374.564	22.439	85.021	595.155	293.953	1.541	55.124	54.198	7.407	12.243	47033.101	35.191
374.765	22.583	85.023	595.256	293.748	1.536	55.158	54.273	7.483	12.242	47041.939	34.846
374.964	22.470	85.061	595.333	293.897	1.539	55.215	54.331	7.511	12.242	47051.278	34.023
375.164	22.501	85.183	594.352	293.617	1.549	55.098	54.223	7.418	12.280	47055.854	34.692
375.364	22.548	85.144	594.707	293.916	1.546	55.019	54.132	7.338	12.280	47065.338	34.561
375.565	22.539	85.126	594.756	294.016	1.543	55.125	54.182	7.398	12.239	47064.869	33.639
375.765	22.490	85.265	594.163	293.806	1.527	55.200	54.329	7.469	12.204	47065.646	34.610
375.965	22.424	85.268	594.253	293.495	1.544	54.991	54.107	7.300	12.204	47062.508	33.815
376.165	22.540	85.308	594.144	293.608	1.530	55.065	54.218	7.472	12.355	47066.551	34.155
376.365	22.422	85.301	594.113	294.161	1.524	55.157	54.169	7.486	12.356	47064.788	33.617
376.565	22.452	85.378	593.546	294.301	1.529	55.005	54.122	7.402	12.356	47066.632	33.579
376.765	22.463	85.384	593.601	293.944	1.540	54.940	54.066	7.340	12.507	47064.837	33.859
376.966	22.405	85.453	593.664	293.944	1.514	54.972	54.023	7.382	12.507	47067.384	34.144
377.166	22.379	85.416	593.081	293.738	1.535	54.895	54.035	7.488	12.507	47067.546	34.314
377.367	22.400	85.332	592.869	293.746	1.520	55.208	54.285	7.502	12.507	47065.775	34.051
377.568	22.468	85.412	591.738	294.328	1.511	55.389	54.513	7.586	12.507	47063.519	34.182
377.768	22.466	85.463	592.090	293.612	1.511	55.686	54.777	7.599	12.657	47063.147	34.210
377.969	22.493	85.574	591.820	293.684	1.509	56.130	55.194	7.702	12.659	47083.029	34.451
378.169	22.393	85.550	592.281	293.233	1.532	56.564	55.612	7.754	12.658	47077.806	34.791
378.369	22.453	85.671	592.693	293.749	1.539	57.108	56.190	7.863	12.848	47084.897	35.432
378.570	22.464	85.575	593.221	293.370	1.557	57.430	56.572	7.767	12.848	47171.873	34.566
378.770	22.374	85.632	593.679	293.610	1.572	58.084	57.136	7.886	12.826	47166.674	34.824
378.972	22.423	85.657	595.051	293.813	1.585	58.412	57.451	8.060	12.735	47259.876	35.219
379.171	22.335	85.771	595.931	294.006	1.611	58.383	57.356	7.923	12.734	47335.500	35.032
379.371	22.422	85.726	595.961	293.657	1.605	58.727	57.709	7.993	12.665	47336.810	35.262
379.571	22.441	85.738	596.280	293.645	1.622	58.647	57.575	7.820	12.659	47538.414	35.010
379.772	22.332	85.925	595.609	293.701	1.615	58.763	57.677	7.892	12.658	47535.657	35.317
379.972	22.365	86.029	595.667	293.577	1.614	59.056	58.029	7.915	12.885	47567.942	35.816
380.173	22.383	86.098	595.365	293.770	1.625	58.951	57.940	7.875	12.885	47724.373	36.206
380.375	22.384	86.208	595.555	293.709	1.635	58.991	57.972	7.892	12.919	47723.953	36.189
380.574	22.438	86.183	595.233	293.389	1.629	59.118	58.153	7.932	13.301	47862.417	36.502
380.774	22.474	86.186	594.856	294.173	1.638	59.155	58.182	7.858	13.302	47890.151	35.142
380.975	22.349	86.270	595.083	294.296	1.620	59.478	58.415	7.988	13.428	47885.768	35.772
381.175	22.361	86.273	594.852	293.546	1.607	59.498	58.495	7.966	13.491	48032.335	35.421
381.377	22.470	86.381	595.309	293.672	1.635	59.410	58.432	7.801	13.491	48035.722	35.153
381.576	22.451	86.406	594.821	293.791	1.627	59.294	58.306	7.873	13.037	48094.326	35.032
381.776	22.495	86.445	594.844	293.703	1.648	59.447	58.530	7.887	13.037	48159.601	35.641
381.977	22.337	86.566	594.477	293.258	1.647	59.343	58.402	7.859	13.036	48156.585	35.476
382.176	22.388	86.537	594.315	294.102	1.634	59.579	58.501	7.910	13.151	48265.052	35.345
382.377	22.431	86.587	594.134	294.312	1.654	59.551	58.499	7.711	13.151	48265.974	35.301
382.577	22.404	86.838	594.005	293.492	1.652	59.675	58.706	7.850	13.427	48271.189	36.370
382.778	22.313	86.769	593.471	293.993	1.644	59.650	58.655	7.929	13.603	48351.017	35.591
382.979	22.310	86.835	592.628	293.799	1.646	59.536	58.416	7.928	13.603	48352.707	35.838
383.180	22.471	86.848	592.968	293.575	1.652	59.464	58.437	7.852	13.567	48417.594	36.129
383.379	22.432	86.852	592.166	293.509	1.663	59.527	58.543	7.854	13.567	48428.048	35.339
383.579	22.325	87.050	592.301	293.169	1.656	59.561	58.480	7.751	13.567	48427.385	36.886
383.779	22.315	87.077	591.718	293.422	1.653	59.592	58.522	7.828	13.150	48477.645	35.877
383.980	22.303	87.054	590.898	293.641	1.651	59.542	58.483	7.786	13.150	48477.410	35.674
384.181	22.288	87.167	590.921	293.458	1.657	59.477	58.343	7.836	13.314	48491.843	36.228
384.382	22.396	87.213	590.152	293.397	1.648	59.458	58.459	7.746	13.529	48520.902	36.134
384.582	22.321	87.310	590.151	293.229	1.654	59.478	58.409	7.892	13.529	48519.059	36.617
384.782	22.385	87.227	588.995	292.479	1.643	59.504	58.553	7.808	13.458	48543.040	35.761
384.982	22.323	87.314	588.654	293.073	1.637	59.541	58.536	7.822	13.453	48541.739	35.707
385.182	22.344	87.435	588.579	292.952	1.641	59.411	58.382	7.944	13.453	48544.730	36.381
385.382	22.246	87.453	588.678	292.348	1.635	59.443	58.499	7.910	13.301	48559.632	35.860
385.583	22.306	87.511	588.459	292.562	1.636	59.478	58.414	7.807	13.301	48560.109	35.811
385.783	22.376	87.523	588.256	292.380	1.637	59.555	58.532	7.955	13.221	48571.477	36.173
385.984	22.275	87.627	588.545	292.282	1.644	59.449	58.454	7.970	13.036	48572.084	36.112
386.184	22.290	87.707	588.777	292.385	1.637	59.535	58.517	7.872	13.036	48573.822	36.518
386.384	22.271	87.769	588.305	292.423	1.641	59.492	58.477	7.857	13.098	48584.026	36.036
386.584	22.347	87.828	588.067	291.696	1.631	59.464	58.407	8.000	13.112	48586.088	36.452
386.785	22.362	87.762	587.983	291.950	1.647	59.632	58.557	7.926	13.112	48590.098	35.975
386.985	22.273	87.796	587.609	292.174	1.645	59.607	58.561	7.919	13.150	48589.831	35.953
387.185	22.239	87.912	588.122	292.423	1.656	59.247	58.181	7.895	13.150	48589.710	35.745
387.385	22.385	87.832	587.599	291.996	1.644	59.446	58.458	8.161	13.134	48601.531	35.855
387.585	22.281	88.042	587.858	291.947	1.636	59.453	58.487	7.890	12.999	48602.364	36.743
387.785	22.290	87.917	587.829	292.191	1.643	59.352	58.254	7.846	12.999	48600.092	35.707
387.985	22.361	88.030	587.649	291.825	1.630	59.498	58.440	7.906	13.204	48599.591	35.487
388.185	22.350	88.073	587.478	291.689	1.646	59.383	58.307	7.759	13.340	48602.922	36.853
388.385	22.368	88.136	587.313	291.725	1.650	59.419	58.354	7.872	13.340	48602.388	36.727
388.587	22.350	88.103	587.417	291.409	1.658	59.497	58.404	7.771	13.378	48601.394	35.624
388.786	22.369	88.097	587.567	291.399	1.653	59.394	58.392	7.887	13.377	48603.383	35.849
388.987	22.207	88.331	587.801	291.485	1.652	59.474	58.422	7.851	13.377	48597.399	36.008
389.186	22.262	88.304	587.358	291.643	1.656	59.348	58.331	7.938	13.302	48597.537	36.414
389.387	22.394	88.334	588.218	291.775	1.648	59.513	58.485	7.763	13.302	48597.771	35.646
389.587	22.312	88.395	587.918	291.070	1.639	59.609	58.594	7.885	13.208	48595.685	36.326
389.787	22.307	88.471	588.577	291.257	1.644	59.587	58.528	7.889	13.074	48597.125	36.085
389.987	22.348	88.343	587.923	291.483	1.632	60.032	59.032	8.081	13.075	48599.930	35.827
390.187	22.278	88.545	588.371	291.685	1.636	60.164	59.163	8.110	13.334	48603.916	36.414
390.388	22.327	88.498	589.553	291.717	1.647	60.394	59.367	8.024	13.340	48603.536	36.452
390.589	22.353	88.431	588.981	291.536	1.634	60.852	59.810	8.167	13.340	48650.166	35.992
390.789	22.299	88.554	589.432	292.231	1.650	61.478	60.446	8.344	13.377	48651.718	36.392
390.989	22.396	88.606	590.293	291.423	1.671	61.942	60.875	8.408	13.377	48675.174	37.401
391.189	22.327	88.605	591.179	292.008	1.659	62.472	61.402	8.488	13.404	48765.279	36.677
391.390	22.315	88.755	592.703	291.688	1.665	63.096	62.119	8.545	13.491	48766.444	37.346
391.590	22.419	88.763	593.661	291.890	1.668	63.858	62.768	8.732	13.491	48969.633	37.922
391.790	22.333	88.913	595.188	292.267	1.686	64.617	63.626	8.859	13.619	48979.651	38.498
391.990	22.379	88.803	596.113	292.222	1.703	65.457	64.462	8.987	13.641	48976.708	37.599
392.190	22.325	88.918	598.425	292.341	1.738	66.117	65.127	8.963	13.641	49286.529	38.920
392.390	22.288	89.028	600.083	292.185	1.761	66.702	65.713	8.878	13.604	49286.795	39.123
392.591	22.356	89.083	601.928	292.374	1.760	66.874	65.914	9.122	13.604	49468.461	38.739
392.791	22.200	89.173	603.183	293.054	1.780	67.108	66.198	9.132	13.607	49678.127	38.481
392.993	22.322	89.257	604.062	293.209	1.791	67.550	66.606	9.206	13.679	49682.630	39.205
393.193	22.235	89.428	604.792	292.247	1.826	67.743	66.767	9.004	13.679	50078.255	39.523
393.395	22.205	89.555	604.795	293.410	1.827	67.945	66.998	8.777	13.629	50076.695	39.156
393.594	22.290	89.701	604.934	292.897	1.845	68.141	67.134	8.996	13.604	50095.396	39.469
393.794	22.214	89.799	604.418	293.168	1.842	68.356	67.359	8.943	13.603	50439.403	39.490
393.994	22.270	89.743	604.038	293.514	1.852	68.520	67.586	9.117	13.943	50438.950	38.893
394.196	22.229	89.846	602.766	293.112	1.862	68.683	67.673	9.067	13.944	50685.543	38.937
394.395	22.180	90.098	602.285	293.268	1.851	68.745	67.696	9.099	13.943	50745.117	39.183
394.595	22.263	90.262	601.454	292.820	1.864	68.966	68.006	9.168	13.604	50751.294	40.028
394.796	22.196	90.301	600.717	293.200	1.866	68.969	67.920	9.023	13.604	51004.589	39.134
394.996	22.283	90.480	599.943	293.260	1.861	69.169	68.117	9.186	13.487	51009.990	39.863
395.197	22.222	90.539	599.697	293.337	1.877	69.292	68.272	9.139	13.377	51081.272	39.353
395.397	22.309	90.709	598.622	293.450	1.866	69.098	68.095	9.071	13.377	51227.467	39.485
395.599	22.270	90.866	598.236	293.534	1.865	69.269	68.307	8.971	13.529	51222.268	39.441
395.798	22.328	90.962	597.646	293.056	1.866	69.291	68.256	9.020	13.529	51404.580	39.200
395.999	22.216	91.207	597.586	292.999	1.868	69.245	68.245	9.076	13.529	51405.720	40.099
396.198	22.320	91.307	596.705	293.378	1.864	69.326	68.306	8.932	13.491	51409.165	39.946
396.400	22.229	91.276	596.405	292.984	1.877	69.463	68.397	8.942	13.491	51548.187	39.507
396.599	22.274	91.518	595.598	293.370	1.882	69.499	68.473	9.077	13.523	51552.812	40.351
396.799	22.287	91.534	595.340	293.765	1.894	69.616	68.622	9.333	13.604	51627.522	39.600
396.999	22.345	91.693	594.351	292.910	1.888	69.598	68.545	9.163	13.604	51671.443	40.461
397.199	22.330	91.780	594.778	293.154	1.889	69.507	68.551	9.241	13.308	51667.829	39.776
397.399	22.373	91.887	594.690	293.480	1.887	69.557	68.500	9.235	13.265	51763.117	39.962
397.599	22.235	92.037	594.702	293.595	1.870	69.503	68.455	9.199	13.264	51760.465	39.913
397.799	22.237	92.150	593.224	292.918	1.878	69.624	68.680	9.119	13.905	51781.956	39.737
398.000	22.216	92.221	593.576	293.057	1.889	69.469	68.468	9.141	13.905	51832.086	39.414
398.202	22.353	92.377	592.781	293.094	1.896	69.502	68.446	8.972	13.878	51836.048	39.957
398.401	22.381	92.467	592.343	293.075	1.872	69.488	68.436	8.991	13.641	51888.749	39.688
398.603	22.271	92.595	591.922	292.911	1.888	69.424	68.457	9.236	13.641	51888.078	39.348
398.802	22.355	92.675	591.498	292.928	1.874	69.588	68.559	9.133	13.511	51893.795	40.379
399.004	22.257	92.809	590.854	293.042	1.873	69.548	68.447	8.967	13.453	51927.972	39.600
399.204	22.323	92.982	590.894	292.197	1.880	69.600	68.540	9.180	13.453	51931.675	41.037
399.406	22.359	92.964	590.308	293.013	1.888	69.522	68.478	9.087	13.793	51949.949	39.836
399.605	22.237	93.107	589.923	292.640	1.894	69.498	68.483	9.096	13.792	51961.228	39.644
399.805	22.342	93.241	589.436	292.729	1.883	69.479	68.388	9.117	13.816	51966.241	40.598
400.007	22.257	93.330	589.898	293.190	1.885	69.465	68.396	8.983	14.170	51982.210	39.858
400.206	22.307	93.358	588.722	292.369	1.908	69.616	68.485	9.188	14.170	51984.862	40.505
400.406	22.355	93.343	588.572	292.333	1.877	69.959	68.933	9.312	14.274	51988.589	40.110
400.607	22.306	93.525	588.470	292.400	1.884	70.285	69.260	9.200	14.359	51997.944	39.222
400.807	22.330	93.630	588.420	292.607	1.899	70.887	69.811	9.345	14.359	52002.804	41.037
401.007	22.357	93.641	588.958	292.572	1.896	71.676	70.596	9.378	14.510	52053.152	40.560
401.208	22.337	93.753	588.589	293.211	1.892	72.412	71.306	9.564	14.511	52063.381	40.839
401.408	22.400	93.864	589.193	292.491	1.893	73.401	72.442	9.774	14.511	52064.982	41.125
401.608	22.304	94.111	590.858	292.610	1.918	74.328	73.340	9.872	14.510	52236.079	42.046
401.808	22.334	94.066	591.462	292.622	1.967	75.387	74.318	10.160	14.511	52234.996	41.788
402.008	22.351	94.211	593.777	292.900	1.990	76.227	75.180	10.118	14.612	52384.861	41.761
402.210	22.362	94.330	595.184	293.617	2.057	76.617	75.479	9.822	14.738	52532.446	42.391
402.410	22.409	94.551	597.236	293.141	2.062	77.041	75.881	9.962	14.738	52535.923	43.307
402.610	22.385	94.542	598.093	293.362	2.090	77.340	76.242	9.947	14.702	52898.688	42.249
402.811	22.349	94.682	599.229	293.808	2.095	77.841	76.736	10.230	14.700	52899.100	42.304
403.011	22.362	94.948	600.521	293.746	2.133	78.376	77.171	10.352	14.700	52927.456	42.704
403.212	22.390	95.044	600.670	293.828	2.156	78.554	77.371	10.150	14.663	53245.711	43.543
403.411	22.373	95.117	601.885	293.572	2.153	78.912	77.715	10.224	14.662	53246.010	43.154
403.612	22.375	95.310	602.336	294.581	2.174	79.138	77.888	10.388	14.663	53483.983	43.592
403.812	22.301	95.505	602.937	293.529	2.184	79.377	78.069	10.137	14.662	53572.649	44.272
404.012	22.246	95.554	603.911	294.124	2.178	79.450	78.189	10.223	14.662	53568.056	43.351
404.212	22.238	95.793	603.925	294.300	2.197	79.483	78.228	10.000	14.662	53854.631	43.658
404.413	22.338	95.907	603.649	293.492	2.193	79.644	78.363	10.276	14.662	53858.812	43.751
404.613	22.355	96.019	604.988	293.542	2.204	79.701	78.484	10.230	14.663	53923.609	43.806
404.813	22.291	96.265	604.654	293.916	2.219	79.709	78.445	10.057	14.775	54091.416	44.190
405.013	22.254	96.393	605.461	293.399	2.226	79.705	78.426	10.147	14.775	54088.821	44.508
405.213	22.267	96.596	605.640	293.443	2.213	79.735	78.398	10.124	14.775	54278.483	44.201
405.414	22.280	96.531	606.538	294.430	2.229	79.766	78.420	10.063	14.662	54278.798	43.099
405.614	22.335	96.628	606.044	293.823	2.219	79.796	78.394	10.168	14.663	54283.391	43.697
405.815	22.259	96.914	606.183	294.186	2.215	79.680	78.315	9.947	14.485	54425.696	44.530
406.015	22.290	96.877	605.782	294.000	2.220	79.693	78.346	10.117	14.322	54422.607	43.543
406.216	22.273	97.173	605.683	293.823	2.210	79.536	78.204	10.116	14.322	54486.693	44.091
406.417	22.202	97.273	605.471	293.544	2.229	79.509	78.187	10.104	14.096	54524.646	43.384
406.618	22.213	97.376	605.217	293.204	2.208	79.477	78.163	10.257	14.095	54525.156	43.417
406.818	22.204	97.556	604.660	293.691	2.201	79.427	78.019	10.080	14.095	54594.133	44.009
407.020	22.225	97.616	604.600	293.469	2.203	79.270	77.971	10.098	14.208	54591.878	43.329
407.219	22.186	97.723	604.068	293.893	2.219	79.182	77.836	9.978	14.208	54596.284	43.115
407.420	22.187	97.823	603.728	293.607	2.215	79.136	77.746	9.996	14.117	54629.330	43.444
407.620	22.233	97.892	602.924	293.168	2.204	78.996	77.668	10.082	13.982	54629.427	42.951
407.822	22.177	98.121	602.927	293.425	2.204	79.070	77.743	10.106	13.981	54646.204	43.801
408.021	22.163	98.178	601.949	293.853	2.183	79.110	77.793	10.122	13.981	54645.282	43.658
408.221	22.165	98.320	602.505	293.126	2.198	78.981	77.700	10.017	13.981	54645.080	43.263
408.423	22.268	98.372	601.736	292.524	2.199	78.984	77.772	9.896	13.982	54660.006	43.877
408.623	22.252	98.454	601.839	293.349	2.202	79.000	77.674	9.941	14.284	54658.284	43.208
408.823	22.095	98.575	601.457	293.164	2.194	79.060	77.726	10.075	14.283	54657.548	43.779
409.023	22.225	98.677	601.549	292.748	2.197	78.953	77.576	9.953	14.355	54662.674	44.086
409.224	22.205	98.649	600.729	292.856	2.192	78.928	77.575	9.952	14.548	54659.198	43.088
409.424	22.144	98.917	600.733	293.742	2.192	78.777	77.494	10.015	14.548	54655.430	43.428
409.624	22.099	98.974	600.391	292.885	2.192	78.740	77.446	10.061	14.616	54656.319	43.877
409.826	22.124	98.914	599.254	293.091	2.185	78.549	77.284	9.832	14.625	54654.864	42.660
410.026	22.080	99.193	598.867	292.395	2.186	78.648	77.268	10.070	14.624	54649.269	43.779
410.226	22.061	99.198	598.179	292.556	2.175	78.501	77.180	9.938	14.359	54645.857	43.000
410.427	22.163	99.309	597.962	292.142	2.161	78.599	77.383	10.008	14.359	54636.202	43.960
410.628	22.074	99.387	597.269	293.077	2.161	79.403	78.046	10.325	14.392	54626.249	43.038
410.827	22.170	99.467	596.935	292.185	2.155	80.076	78.821	10.580	14.625	54631.691	44.201
411.028	22.202	99.574	597.312	292.484	2.182	81.073	79.815	10.753	14.625	54649.827	44.777
411.228	22.149	99.598	597.734	292.821	2.213	82.134	80.880	10.714	14.739	54644.199	44.393
411.429	22.094	99.759	598.569	293.303	2.242	83.126	81.823	10.845	14.776	54695.987	45.347
411.630	22.190	99.668	600.215	292.235	2.262	83.743	82.444	11.044	14.776	54795.997	44.706
411.830	22.120	99.966	601.558	292.721	2.297	83.984	82.571	10.696	15.191	54795.584	45.490
412.031	22.205	99.996	602.980	292.777	2.300	84.212	82.810	10.754	15.191	55043.301	46.521
412.231	22.143	100.126	603.534	292.969	2.306	84.438	83.111	10.719	15.192	55043.106	44.771
412.432	22.232	100.051	604.689	293.474	2.309	84.690	83.286	10.864	15.457	55046.349	45.566
412.632	22.185	100.321	604.274	293.839	2.341	84.787	83.430	10.807	15.457	55298.682	45.446
412.832	22.082	100.234	605.165	294.075	2.330	84.949	83.555	10.800	15.316	55295.488	45.166
